bucket,n,PICP,width,site,method,variant,horizon_min
2024-11,4112,0.9117217898832685,337.71864814546234,asp,aci,anticipative,5
2024-12,4161,0.9216534486902187,294.1622222911664,asp,aci,anticipative,5
2024-01,4287,0.9059948682062048,375.4845808426391,asp,aci_regime,anticipative,5
2024-02,3844,0.9076482830385015,304.03122890235875,asp,aci_regime,anticipative,5
2024-03,3143,0.9150493159401846,253.93764091584384,asp,aci_regime,anticipative,5
2024-04,3500,0.9148571428571428,157.29729106889422,asp,aci_regime,anticipative,5
2024-05,3402,0.9200470311581422,166.64682975978548,asp,aci_regime,anticipative,5
2024-06,3191,0.9326230021936697,139.76899576009072,asp,aci_regime,anticipative,5
2024-07,3349,0.9208719020603165,153.96066576382748,asp,aci_regime,anticipative,5
2024-08,3544,0.9269187358916479,82.56488943380367,asp,aci_regime,anticipative,5
2024-09,3657,0.9103089964451736,195.49537917365166,asp,aci_regime,anticipative,5
2024-10,4031,0.912676755147606,232.04002051087681,asp,aci_regime,anticipative,5
2024-11,4112,0.9056420233463035,327.5097610504809,asp,aci_regime,anticipative,5
2024-12,4161,0.9077144917087239,280.15019673127756,asp,aci_regime,anticipative,5
2024-01,4287,0.9169582458595754,376.1026637596251,asp,aci,delayed,5
2024-02,3844,0.9177939646201873,298.8821299088891,asp,aci,delayed,5
2024-03,3143,0.9220489977728286,247.00280403586706,asp,aci,delayed,5
2024-04,3500,0.9285714285714286,132.1479740300018,asp,aci,delayed,5
2024-05,3402,0.9303350970017636,160.8108680832989,asp,aci,delayed,5
2024-06,3191,0.9370103415857098,138.86574770675546,asp,aci,delayed,5
2024-07,3349,0.9337115556882651,137.7227002152179,asp,aci,delayed,5
2024-08,3544,0.9410270880361173,86.26015145598996,asp,aci,delayed,5
2024-09,3657,0.9220672682526662,196.80837904792762,asp,aci,delayed,5
2024-10,4031,0.9268171669560903,262.91628382341764,asp,aci,delayed,5
2024-11,4112,0.9117217898832685,337.71864814546234,asp,aci,delayed,5
2024-12,4161,0.9216534486902187,294.1622222911664,asp,aci,delayed,5
2024-01,4287,0.9059948682062048,375.4845808426391,asp,aci_regime,delayed,5
2024-02,3844,0.9076482830385015,304.03122890235875,asp,aci_regime,delayed,5
2024-03,3143,0.9150493159401846,253.93764091584384,asp,aci_regime,delayed,5
2024-04,3500,0.9148571428571428,157.29729106889422,asp,aci_regime,delayed,5
2024-05,3402,0.9200470311581422,166.64682975978548,asp,aci_regime,delayed,5
2024-06,3191,0.9326230021936697,139.76899576009072,asp,aci_regime,delayed,5
2024-07,3349,0.9208719020603165,153.96066576382748,asp,aci_regime,delayed,5
2024-08,3544,0.9269187358916479,82.56488943380367,asp,aci_regime,delayed,5
2024-09,3657,0.9103089964451736,195.49537917365166,asp,aci_regime,delayed,5
2024-10,4031,0.912676755147606,232.04002051087681,asp,aci_regime,delayed,5
2024-11,4112,0.9056420233463035,327.5097610504809,asp,aci_regime,delayed,5
2024-12,4161,0.9077144917087239,280.15019673127756,asp,aci_regime,delayed,5
2024-01,3946,0.7802838317283325,374.38918219571224,asp,icp,static,60
2024-02,3525,0.8428368794326241,375.6892183683182,asp,icp,static,60
2024-03,2835,0.854320987654321,359.41011813235997,asp,icp,static,60
2024-04,3170,0.9621451104100947,374.0998713720659,asp,icp,static,60
2024-05,3061,0.9349885658281607,369.7549587211712,asp,icp,static,60
2024-06,2861,0.9321915414190842,372.2456421219633,asp,icp,static,60
2024-07,3008,0.953125,374.1415679335607,asp,icp,static,60
2024-08,3203,0.9594130502653762,373.00857982918683,asp,icp,static,60
2024-09,3327,0.8845807033363391,374.07391371311905,asp,icp,static,60
2024-10,3690,0.8601626016260162,374.77427097337375,asp,icp,static,60
2024-11,3782,0.7646747752511899,372.94281525084034,asp,icp,static,60
2024-12,3831,0.8024014617593318,373.73389022805594,asp,icp,static,60
2024-01,3946,0.8177901672579828,462.62488591389155,asp,icp_norm,static,60
2024-02,3525,0.8819858156028368,459.1335612557679,asp,icp_norm,static,60
2024-03,2835,0.8716049382716049,399.2289652349848,asp,icp_norm,static,60
2024-04,3170,0.9444794952681388,378.8312137435625,asp,icp_norm,static,60
2024-05,3061,0.8944789284547533,326.33431439954643,asp,icp_norm,static,60
2024-06,2861,0.8615868577420482,301.2926083455458,asp,icp_norm,static,60
2024-07,3008,0.9029255319148937,314.5545320678873,asp,icp_norm,static,60
2024-08,3203,0.9356852950359038,358.2545675346174,asp,icp_norm,static,60
2024-09,3327,0.8818755635707844,405.28246955956837,asp,icp_norm,static,60
2024-10,3690,0.8731707317073171,446.65328142734364,asp,icp_norm,static,60
2024-11,3782,0.801427815970386,464.4391201289489,asp,icp_norm,static,60
2024-12,3831,0.8238057948316366,467.54319546069837,asp,icp_norm,static,60
2024-01,3946,0.8238722757222504,417.15373301626886,asp,mondrian,static,60
2024-02,3525,0.8581560283687943,353.0157920935526,asp,mondrian,static,60
2024-03,2835,0.8853615520282186,369.41911509949375,asp,mondrian,static,60
2024-04,3170,0.9350157728706625,206.53802562809003,asp,mondrian,static,60
2024-05,3061,0.9362953283240771,278.4625858901704,asp,mondrian,static,60
2024-06,2861,0.964348130024467,282.55755368819035,asp,mondrian,static,60
2024-07,3008,0.9584441489361702,249.1167586065265,asp,mondrian,static,60
2024-08,3203,0.9615985014049329,166.54913290052895,asp,mondrian,static,60
2024-09,3327,0.8966035467388037,289.4223869573394,asp,mondrian,static,60
2024-10,3690,0.8753387533875339,296.41917725447047,asp,mondrian,static,60
2024-11,3782,0.7908514013749339,397.61723486497414,asp,mondrian,static,60
2024-12,3831,0.8172800835291046,321.3756791984733,asp,mondrian,static,60
2024-01,3946,0.9135833755701976,473.4286612300766,asp,cqr,static,60
2024-02,3525,0.9046808510638298,373.127351851045,asp,cqr,static,60
2024-03,2835,0.8673721340388008,342.81120684790505,asp,cqr,static,60
2024-04,3170,0.8883280757097792,142.6344413153212,asp,cqr,static,60
2024-05,3061,0.8957856909506697,189.27400262529733,asp,cqr,static,60
2024-06,2861,0.8570429919608529,175.5651156216975,asp,cqr,static,60
2024-07,3008,0.8863031914893617,155.84883122540052,asp,cqr,static,60
2024-08,3203,0.9285045270059319,116.13596086801022,asp,cqr,static,60
2024-09,3327,0.9044183949504058,277.87204056793263,asp,cqr,static,60
2024-10,3690,0.9065040650406504,322.2230103450199,asp,cqr,static,60
2024-11,3782,0.8902696985721841,479.322015637138,asp,cqr,static,60
2024-12,3831,0.8846254241712347,362.96527829220184,asp,cqr,static,60
2024-01,3946,0.9153573238722758,475.5032776673907,asp,mondrian_cqr,static,60
2024-02,3525,0.9052482269503546,374.6366717634049,asp,mondrian_cqr,static,60
2024-03,2835,0.8663139329805997,343.6126795592534,asp,mondrian_cqr,static,60
2024-04,3170,0.8870662460567823,142.9512319719778,asp,mondrian_cqr,static,60
2024-05,3061,0.8961123815746488,190.12226139732363,asp,mondrian_cqr,static,60
2024-06,2861,0.8601887451939881,176.40140395601705,asp,mondrian_cqr,static,60
2024-07,3008,0.8856382978723404,156.41841191213322,asp,mondrian_cqr,static,60
2024-08,3203,0.9278801123946301,116.00114378586277,asp,mondrian_cqr,static,60
2024-09,3327,0.9041178238653441,278.57851298492574,asp,mondrian_cqr,static,60
2024-10,3690,0.9086720867208672,323.2849687762691,asp,mondrian_cqr,static,60
2024-11,3782,0.891062929666843,480.9677131667853,asp,mondrian_cqr,static,60
2024-12,3831,0.8859305664317411,364.09871915434854,asp,mondrian_cqr,static,60
2024-01,3946,0.920932589964521,508.3269288536301,asp,aci,anticipative,60
2024-02,3525,0.9290780141843972,410.71680566640265,asp,aci,anticipative,60
2024-03,2835,0.9305114638447972,394.835175824109,asp,aci,anticipative,60
2024-04,3170,0.9460567823343848,213.27568015346142,asp,aci,anticipative,60
2024-05,3061,0.9444625939235544,258.12677513716125,asp,aci,anticipative,60
2024-06,2861,0.9500174764068507,281.87862630671356,asp,aci,anticipative,60
2024-07,3008,0.9561170212765957,225.37495974053905,asp,aci,anticipative,60
2024-08,3203,0.9600374648766781,179.6257187292111,asp,aci,anticipative,60
2024-09,3327,0.9398857829876766,315.64166583964754,asp,aci,anticipative,60
2024-10,3690,0.9422764227642276,362.4812401711001,asp,aci,anticipative,60
2024-11,3782,0.9180327868852459,497.07889628985635,asp,aci,anticipative,60
2024-12,3831,0.9263899765074393,451.4162397177883,asp,aci,anticipative,60
2024-01,3946,0.9130765331981754,512.1952201397635,asp,aci_regime,anticipative,60
2024-02,3525,0.9194326241134751,432.0398223223426,asp,aci_regime,anticipative,60
2024-03,2835,0.9287477954144621,406.4945985225547,asp,aci_regime,anticipative,60
2024-04,3170,0.9296529968454259,195.53767744810196,asp,aci_regime,anticipative,60
2024-05,3061,0.9336818033322444,252.1694863653833,asp,aci_regime,anticipative,60
2024-06,2861,0.9458231387626704,244.20091384353896,asp,aci_regime,anticipative,60
2024-07,3008,0.9424867021276596,219.27261236154516,asp,aci_regime,anticipative,60
2024-08,3203,0.9369341242585076,133.67504544380776,asp,aci_regime,anticipative,60
2024-09,3327,0.9242560865644724,319.1846067419487,asp,aci_regime,anticipative,60
2024-10,3690,0.9300813008130081,361.7356562147014,asp,aci_regime,anticipative,60
2024-11,3782,0.9093072448439978,517.0208940326897,asp,aci_regime,anticipative,60
2024-12,3831,0.9109892978334638,434.0769400054554,asp,aci_regime,anticipative,60
2024-01,3946,0.8971109984794728,933.8504554520377,asp,aci,delayed,60
2024-02,3525,0.9100709219858156,730.164921082013,asp,aci,delayed,60
2024-03,2835,0.9075837742504409,672.9750326989539,asp,aci,delayed,60
2024-04,3170,0.9321766561514195,338.4736561603308,asp,aci,delayed,60
2024-05,3061,0.9320483502123489,400.9535240844673,asp,aci,delayed,60
2024-06,2861,0.941279272981475,545.078732860536,asp,aci,delayed,60
2024-07,3008,0.9428191489361702,415.7081295684317,asp,aci,delayed,60
2024-08,3203,0.9512956603184515,289.3483932626664,asp,aci,delayed,60
2024-09,3327,0.9281635106702735,544.33681113534,asp,aci,delayed,60
2024-10,3690,0.9257452574525745,572.9609182876436,asp,aci,delayed,60
2024-11,3782,0.9000528820729773,887.8716187824263,asp,aci,delayed,60
2024-12,3831,0.9044635865309318,780.6117819130274,asp,aci,delayed,60
2024-01,3946,0.8710086163203243,792.1788779815402,asp,aci_regime,delayed,60
2024-02,3525,0.875177304964539,644.4028132563607,asp,aci_regime,delayed,60
2024-03,2835,0.8931216931216931,548.5525102314774,asp,aci_regime,delayed,60
2024-04,3170,0.9072555205047319,311.8590981426443,asp,aci_regime,delayed,60
2024-05,3061,0.9016661221822934,316.95831107565675,asp,aci_regime,delayed,60
2024-06,2861,0.9342887102411744,285.1691432187764,asp,aci_regime,delayed,60
2024-07,3008,0.9192154255319149,278.8151499137553,asp,aci_regime,delayed,60
2024-08,3203,0.9169528566968467,188.11184153946112,asp,aci_regime,delayed,60
2024-09,3327,0.8845807033363391,581.9261331434589,asp,aci_regime,delayed,60
2024-10,3690,0.8940379403794038,588.1869585687888,asp,aci_regime,delayed,60
2024-11,3782,0.8593336858804865,729.3493748123481,asp,aci_regime,delayed,60
2024-12,3831,0.8726181153745758,742.1661721145415,asp,aci_regime,delayed,60
2024-01,4225,0.7746745562130177,279.0565229091037,asp,icp,static,15
2024-02,3786,0.8346539883782356,280.05913282076267,asp,icp,static,15
2024-03,3087,0.8671849692257856,269.62960658608046,asp,icp,static,15
2024-04,3440,0.9473837209302326,278.71189765742645,asp,icp,static,15
2024-05,3340,0.9197604790419162,276.1842977844196,asp,icp,static,15
2024-06,3131,0.9230277866496327,276.6061959486541,asp,icp,static,15
2024-07,3287,0.9482811073927594,278.3231512612239,asp,icp,static,15
2024-08,3482,0.9686961516369902,277.70115414795583,asp,icp,static,15
2024-09,3597,0.8960244648318043,278.49590439267354,asp,icp,static,15
2024-10,3969,0.8465608465608465,279.42133160956377,asp,icp,static,15
2024-11,4052,0.7944225074037512,276.6351666367049,asp,icp,static,15
2024-12,4101,0.8239453791758108,277.9376954633478,asp,icp,static,15
2024-01,4225,0.8229585798816568,352.82142811225964,asp,icp_norm,static,15
2024-02,3786,0.8679344955097729,350.3403326456378,asp,icp_norm,static,15
2024-03,3087,0.876255264010366,307.34468331767897,asp,icp_norm,static,15
2024-04,3440,0.9238372093023256,289.5409541290645,asp,icp_norm,static,15
2024-05,3340,0.8784431137724551,250.14833717951038,asp,icp_norm,static,15
2024-06,3131,0.8645800063877356,230.5155817175137,asp,icp_norm,static,15
2024-07,3287,0.9078186796470946,240.76479767697293,asp,icp_norm,static,15
2024-08,3482,0.9399770246984491,273.91041463153545,asp,icp_norm,static,15
2024-09,3597,0.8832360300250208,309.46007468351814,asp,icp_norm,static,15
2024-10,3969,0.8667170571932477,340.44858680982287,asp,icp_norm,static,15
2024-11,4052,0.8287265547877591,352.2872381011716,asp,icp_norm,static,15
2024-12,4101,0.8454035601072909,355.56729207164375,asp,icp_norm,static,15
2024-01,4225,0.8257988165680473,331.77396341217957,asp,mondrian,static,15
2024-02,3786,0.8692551505546752,279.08964179031864,asp,mondrian,static,15
2024-03,3087,0.8807904114026563,275.18014296928425,asp,mondrian,static,15
2024-04,3440,0.9156976744186046,161.8026908284167,asp,mondrian,static,15
2024-05,3340,0.931437125748503,217.38939623385662,asp,mondrian,static,15
2024-06,3131,0.9508144362823379,210.50246499955168,asp,mondrian,static,15
2024-07,3287,0.9449345908122908,188.8459074071721,asp,mondrian,static,15
2024-08,3482,0.9589316484778863,126.41747920722626,asp,mondrian,static,15
2024-09,3597,0.9018626633305532,220.08714303809114,asp,mondrian,static,15
2024-10,3969,0.8808264046359284,231.8592945289253,asp,mondrian,static,15
2024-11,4052,0.8173741362290227,310.1819063991561,asp,mondrian,static,15
2024-12,4101,0.7832236039990246,248.62349429593903,asp,mondrian,static,15
2024-01,4225,0.9088757396449704,370.56003741505157,asp,cqr,static,15
2024-02,3786,0.913365029054411,294.83488397514776,asp,cqr,static,15
2024-03,3087,0.8898607061872368,263.4176766047525,asp,cqr,static,15
2024-04,3440,0.8982558139534884,119.0544469926444,asp,cqr,static,15
2024-05,3340,0.9032934131736527,152.4123741135251,asp,cqr,static,15
2024-06,3131,0.8776748642606196,130.47913626564622,asp,cqr,static,15
2024-07,3287,0.8767873440827503,117.35364112559596,asp,cqr,static,15
2024-08,3482,0.9112578977599081,82.12882587447167,asp,cqr,static,15
2024-09,3597,0.9113149847094801,202.108684993744,asp,cqr,static,15
2024-10,3969,0.9216427311665407,239.11154100648886,asp,cqr,static,15
2024-11,4052,0.8963474827245804,349.14205155192474,asp,cqr,static,15
2024-12,4101,0.8985613265057303,263.8679797766665,asp,cqr,static,15
2024-01,4225,0.9110059171597633,372.5292493199049,asp,mondrian_cqr,static,15
2024-02,3786,0.9136291600633915,296.32662121585065,asp,mondrian_cqr,static,15
2024-03,3087,0.8924522189828312,264.69524298235046,asp,mondrian_cqr,static,15
2024-04,3440,0.897093023255814,119.59118091280834,asp,mondrian_cqr,static,15
2024-05,3340,0.9026946107784432,153.3975810675165,asp,mondrian_cqr,static,15
2024-06,3131,0.880229958479719,131.40945866056416,asp,mondrian_cqr,static,15
2024-07,3287,0.8764831153027076,118.08032540286159,asp,mondrian_cqr,static,15
2024-08,3482,0.9095347501435956,82.34374808720735,asp,mondrian_cqr,static,15
2024-09,3597,0.9115929941618015,203.04406034214108,asp,mondrian_cqr,static,15
2024-10,3969,0.9216427311665407,240.19727927760465,asp,mondrian_cqr,static,15
2024-11,4052,0.8988153998025666,350.8987143876107,asp,mondrian_cqr,static,15
2024-12,4101,0.8995366983662522,265.08962399558436,asp,mondrian_cqr,static,15
2024-01,4225,0.9176331360946746,471.2747365036243,asp,aci,anticipative,15
2024-02,3786,0.9215530903328051,374.8502241700796,asp,aci,anticipative,15
2024-03,3087,0.9251700680272109,319.1921027663741,asp,aci,anticipative,15
2024-04,3440,0.9311046511627907,178.65849577004317,asp,aci,anticipative,15
2024-05,3340,0.9317365269461078,210.43036367592637,asp,aci,anticipative,15
2024-06,3131,0.9374001916320664,206.7691446821298,asp,aci,anticipative,15
2024-07,3287,0.9391542439914816,183.35054526023526,asp,aci,anticipative,15
2024-08,3482,0.9434233199310741,133.43185651122812,asp,aci,anticipative,15
2024-09,3597,0.9271615234917987,250.80981515312803,asp,aci,anticipative,15
2024-10,3969,0.9327286470143613,334.83540784609653,asp,aci,anticipative,15
2024-11,4052,0.9126357354392892,436.33568760119505,asp,aci,anticipative,15
2024-12,4101,0.9202633504023409,384.2703080553716,asp,aci,anticipative,15
2024-01,4225,0.9048520710059171,443.7164535167972,asp,aci_regime,anticipative,15
2024-02,3786,0.910459587955626,353.8252165913131,asp,aci_regime,anticipative,15
2024-03,3087,0.9177194687398769,317.9955673691731,asp,aci_regime,anticipative,15
2024-04,3440,0.9125,180.17993086385076,asp,aci_regime,anticipative,15
2024-05,3340,0.918562874251497,205.91386355611658,asp,aci_regime,anticipative,15
2024-06,3131,0.9227083998722453,193.72091373772437,asp,aci_regime,anticipative,15
2024-07,3287,0.9212047459689686,180.86376588222848,asp,aci_regime,anticipative,15
2024-08,3482,0.9213095921883975,109.16610400356348,asp,aci_regime,anticipative,15
2024-09,3597,0.912705031971087,262.88289663232825,asp,aci_regime,anticipative,15
2024-10,3969,0.9176114890400605,298.30585418506666,asp,aci_regime,anticipative,15
2024-11,4052,0.9054787759131293,413.79959481508996,asp,aci_regime,anticipative,15
2024-12,4101,0.9046574006339917,385.35695625346114,asp,aci_regime,anticipative,15
2024-01,4225,0.9138461538461539,603.358966354457,asp,aci,delayed,15
2024-02,3786,0.9165346011621764,473.6703839649125,asp,aci,delayed,15
2024-03,3087,0.9219306770327178,407.3141448949026,asp,aci,delayed,15
2024-04,3440,0.9252906976744186,236.86236477561536,asp,aci,delayed,15
2024-05,3340,0.9281437125748503,273.2145008202657,asp,aci,delayed,15
2024-06,3131,0.9310124560843182,320.8941998116974,asp,aci,delayed,15
2024-07,3287,0.935807727411013,220.021156923079,asp,aci,delayed,15
2024-08,3482,0.9379666858127513,170.4477356861208,asp,aci,delayed,15
2024-09,3597,0.9227133722546567,333.7007198320656,asp,aci,delayed,15
2024-10,3969,0.9309649785840262,407.6807465435248,asp,aci,delayed,15
2024-11,4052,0.9096742349457059,559.3787539277605,asp,aci,delayed,15
2024-12,4101,0.9163618629602536,500.05846489323187,asp,aci,delayed,15
2024-01,4225,0.9001183431952663,566.2188875594944,asp,aci_regime,delayed,15
2024-02,3786,0.9062334918119387,436.6680887965247,asp,aci_regime,delayed,15
2024-03,3087,0.9138321995464853,388.5889960105059,asp,aci_regime,delayed,15
2024-04,3440,0.9087209302325582,249.8663681220601,asp,aci_regime,delayed,15
2024-05,3340,0.9116766467065869,235.00821410322172,asp,aci_regime,delayed,15
2024-06,3131,0.9214308527626957,217.47349951151378,asp,aci_regime,delayed,15
2024-07,3287,0.9160328567082446,208.51696415195892,asp,aci_regime,delayed,15
2024-08,3482,0.914704192992533,130.15062859223858,asp,aci_regime,delayed,15
2024-09,3597,0.908256880733945,312.35707368875404,asp,aci_regime,delayed,15
2024-10,3969,0.9138321995464853,365.4188108354092,asp,aci_regime,delayed,15
2024-11,4052,0.8980750246791708,518.1701911234951,asp,aci_regime,delayed,15
2024-12,4101,0.8992928554011217,536.3794404436609,asp,aci_regime,delayed,15
2024-01,4132,0.7674249757986448,326.9207200826134,asp,icp,static,30
2024-02,3699,0.8383346850500135,327.82332587385514,asp,icp,static,30
2024-03,3003,0.8654678654678655,315.6647706348888,asp,icp,static,30
2024-04,3350,0.9537313432835821,326.60676464084037,asp,icp,static,30
2024-05,3247,0.929781336618417,323.3363369400256,asp,icp,static,30
2024-06,3041,0.9263400197303518,324.54906469589287,asp,icp,static,30
2024-07,3194,0.9574201628052599,326.2464913690712,asp,icp,static,30
2024-08,3389,0.9645913248745943,325.3076917573923,asp,icp,static,30
2024-09,3507,0.8848018249215854,326.5291748320982,asp,icp,static,30
2024-10,3876,0.8524251805985552,327.4164191966072,asp,icp,static,30
2024-11,3962,0.7781423523472993,324.2480995100893,asp,icp,static,30
2024-12,4011,0.8162552979306906,325.47757645351015,asp,icp,static,30
2024-01,4132,0.8184898354307841,407.9262367898257,asp,icp_norm,static,30
2024-02,3699,0.8696945120302785,405.01392258994093,asp,icp_norm,static,30
2024-03,3003,0.8787878787878788,354.93676772085615,asp,icp_norm,static,30
2024-04,3350,0.9343283582089552,334.71834320832323,asp,icp_norm,static,30
2024-05,3247,0.8860486603018171,288.77950857568885,asp,icp_norm,static,30
2024-06,3041,0.8632028937849392,266.45079583979646,asp,icp_norm,static,30
2024-07,3194,0.9123356293049468,278.2699541466554,asp,icp_norm,static,30
2024-08,3389,0.9409855414576571,316.63505657264005,asp,icp_norm,static,30
2024-09,3507,0.8776732249786142,357.7490349112791,asp,icp_norm,static,30
2024-10,3876,0.8642930856553147,393.82706385507424,asp,icp_norm,static,30
2024-11,3962,0.8160020191822311,407.7694798533975,asp,icp_norm,static,30
2024-12,4011,0.837197706307654,411.1714388512347,asp,icp_norm,static,30
2024-01,4132,0.8126815101645692,375.4805449119057,asp,mondrian,static,30
2024-02,3699,0.8591511219248446,316.7533887299559,asp,mondrian,static,30
2024-03,3003,0.8861138861138861,327.64441034933424,asp,mondrian,static,30
2024-04,3350,0.9229850746268656,180.63464377026915,asp,mondrian,static,30
2024-05,3247,0.9384046812442255,245.6148139041028,asp,mondrian,static,30
2024-06,3041,0.9542913515291023,241.0543896005681,asp,mondrian,static,30
2024-07,3194,0.9577332498434565,214.60540886074295,asp,mondrian,static,30
2024-08,3389,0.9610504573620537,143.15981773281985,asp,mondrian,static,30
2024-09,3507,0.8973481608212147,254.3075712330298,asp,mondrian,static,30
2024-10,3876,0.8761609907120743,263.893924460542,asp,mondrian,static,30
2024-11,3962,0.8051489146895507,355.51316163693593,asp,mondrian,static,30
2024-12,4011,0.7900772874594865,284.21198115106847,asp,mondrian,static,30
2024-01,4132,0.9106969990319458,423.5496818358339,asp,cqr,static,30
2024-02,3699,0.9151121924844553,336.42896202642737,asp,cqr,static,30
2024-03,3003,0.8927738927738927,311.0263889482815,asp,cqr,static,30
2024-04,3350,0.8823880597014926,133.3419919656249,asp,cqr,static,30
2024-05,3247,0.9082229750538959,173.27319271610867,asp,cqr,static,30
2024-06,3041,0.8707661953304834,152.3088107748602,asp,cqr,static,30
2024-07,3194,0.8741390106449592,137.3220300270671,asp,cqr,static,30
2024-08,3389,0.9032162879905576,99.1751655839594,asp,cqr,static,30
2024-09,3507,0.9030510407755917,241.20201127495116,asp,cqr,static,30
2024-10,3876,0.9171826625386997,275.0406356079736,asp,cqr,static,30
2024-11,3962,0.8992932862190812,412.1509206513765,asp,cqr,static,30
2024-12,4011,0.8905509847918225,308.6775067234549,asp,cqr,static,30
2024-01,4132,0.9140851887705711,425.95496204125584,asp,mondrian_cqr,static,30
2024-02,3699,0.9156528791565288,338.2509825046447,asp,mondrian_cqr,static,30
2024-03,3003,0.8967698967698968,313.013765341879,asp,mondrian_cqr,static,30
2024-04,3350,0.8838805970149254,133.8236206147193,asp,mondrian_cqr,static,30
2024-05,3247,0.9088389282414536,174.4198173008336,asp,mondrian_cqr,static,30
2024-06,3041,0.8707661953304834,153.39579737850417,asp,mondrian_cqr,static,30
2024-07,3194,0.8725735754539762,138.11494356376238,asp,mondrian_cqr,static,30
2024-08,3389,0.9011507819415757,99.29624294200404,asp,mondrian_cqr,static,30
2024-09,3507,0.9036213287710294,242.3954059903702,asp,mondrian_cqr,static,30
2024-10,3876,0.9171826625386997,276.3465818745758,asp,mondrian_cqr,static,30
2024-11,3962,0.9013124684502777,414.4050032301649,asp,mondrian_cqr,static,30
2024-12,4011,0.8917975567190227,310.1863222076916,asp,mondrian_cqr,static,30
2024-01,4132,0.9174733785091965,473.1942234045275,asp,aci,anticipative,30
2024-02,3699,0.9251148959178156,362.97892308293274,asp,aci,anticipative,30
2024-03,3003,0.926073926073926,347.30847976023335,asp,aci,anticipative,30
2024-04,3350,0.9346268656716418,196.65312907529605,asp,aci,anticipative,30
2024-05,3247,0.93717277486911,224.41146621412162,asp,aci,anticipative,30
2024-06,3041,0.9414666228214403,255.92888200709135,asp,aci,anticipative,30
2024-07,3194,0.945835942391985,192.63446414330662,asp,aci,anticipative,30
2024-08,3389,0.9507229271171437,155.09459521709687,asp,aci,anticipative,30
2024-09,3507,0.9315654405474765,280.7574687827866,asp,aci,anticipative,30
2024-10,3876,0.9378224974200207,344.0397438898248,asp,aci,anticipative,30
2024-11,3962,0.914437152953054,461.6025486798047,asp,aci,anticipative,30
2024-12,4011,0.9234604836699077,404.6084901361843,asp,aci,anticipative,30
2024-01,4132,0.9068247821878025,486.39875198715106,asp,aci_regime,anticipative,30
2024-02,3699,0.9151121924844553,385.81755793959087,asp,aci_regime,anticipative,30
2024-03,3003,0.9194139194139194,362.4010789529132,asp,aci_regime,anticipative,30
2024-04,3350,0.9170149253731343,184.96518707302633,asp,aci_regime,anticipative,30
2024-05,3247,0.9254696643055128,222.58175533388692,asp,aci_regime,anticipative,30
2024-06,3041,0.9299572509043078,221.24315072796983,asp,aci_regime,anticipative,30
2024-07,3194,0.9292423293675642,197.19088763110017,asp,aci_regime,anticipative,30
2024-08,3389,0.9259368545293597,121.1242868155466,asp,aci_regime,anticipative,30
2024-09,3507,0.9167379526660964,281.7008563876691,asp,aci_regime,anticipative,30
2024-10,3876,0.9223426212590299,319.2679869857155,asp,aci_regime,anticipative,30
2024-11,3962,0.9056032306915699,468.69087990141134,asp,aci_regime,anticipative,30
2024-12,4011,0.906257791074545,380.77832658535783,asp,aci_regime,anticipative,30
2024-01,4132,0.9073088092933205,735.375722584447,asp,aci,delayed,30
2024-02,3699,0.9161935658286023,552.129123976776,asp,aci,delayed,30
2024-03,3003,0.9227439227439227,533.3699902333236,asp,aci,delayed,30
2024-04,3350,0.9280597014925374,284.530713462449,asp,aci,delayed,30
2024-05,3247,0.9307052663997536,331.2765621034568,asp,aci,delayed,30
2024-06,3041,0.932916803682999,519.1999480664531,asp,aci,delayed,30
2024-07,3194,0.9351909830933,278.0257467184952,asp,aci,delayed,30
2024-08,3389,0.9403953968722337,207.39604241918207,asp,aci,delayed,30
2024-09,3507,0.9255774165953806,440.7028100567041,asp,aci,delayed,30
2024-10,3876,0.9311145510835913,456.52381509562156,asp,aci,delayed,30
2024-11,3962,0.9056032306915699,687.6348517578505,asp,aci,delayed,30
2024-12,4011,0.9137372226377461,582.147885799861,asp,aci,delayed,30
2024-01,4132,0.8877057115198451,701.3217058168048,asp,aci_regime,delayed,30
2024-02,3699,0.9002433090024331,558.3211033580011,asp,aci_regime,delayed,30
2024-03,3003,0.9054279054279054,515.6297752963784,asp,aci_regime,delayed,30
2024-04,3350,0.9047761194029851,339.8229984385341,asp,aci_regime,delayed,30
2024-05,3247,0.9131506005543578,262.44913755008355,asp,aci_regime,delayed,30
2024-06,3041,0.9131864518250575,283.2683843036463,asp,aci_regime,delayed,30
2024-07,3194,0.9182842830306825,255.1073856108859,asp,aci_regime,delayed,30
2024-08,3389,0.9147241074063146,166.49018497157957,asp,aci_regime,delayed,30
2024-09,3507,0.8987738808098089,429.3958558058288,asp,aci_regime,delayed,30
2024-10,3876,0.9063467492260062,449.4397175748941,asp,aci_regime,delayed,30
2024-11,3962,0.8871781928319031,633.989766981571,asp,aci_regime,delayed,30
2024-12,4011,0.8903016704063824,621.2600032704105,asp,aci_regime,delayed,30
2024-01,3849,0.79423226812159,193.87339004498457,yulara,icp,static,5
2024-02,3253,0.885029203811866,195.49553599198666,yulara,icp,static,5
2024-03,3802,0.8408732246186218,192.14115576572107,yulara,icp,static,5
2024-04,3320,0.9343373493975904,195.2872577590351,yulara,icp,static,5
2024-05,3176,0.9039672544080605,194.84975154959955,yulara,icp,static,5
