method,5,15,30,60
icp,0.1444,0.2165,0.2492,0.2832
icp_norm,0.2154,0.3029,0.3443,0.3912
mondrian,0.138,0.1922,0.2196,0.2512
cqr,0.1454,0.1961,0.2261,0.2667
mondrian_cqr,0.1465,0.1966,0.2259,0.2665
aci,0.175,0.22,0.2348,0.2589
aci_regime,0.1659,0.2084,0.2264,0.2545
