method,5,15,30,60
icp,0.878,0.8769,0.8739,0.8732
icp_norm,0.8901,0.8892,0.8897,0.8932
mondrian,0.8887,0.8898,0.8926,0.8974
cqr,0.8982,0.8988,0.9044,0.9076
mondrian_cqr,0.899,0.8987,0.903,0.9057
aci,0.9157,0.9208,0.9244,0.9301
aci_regime,0.9083,0.9092,0.9125,0.919
