year,date,day_class,model,horizon_min,n,RMSE,MAE
2023,2023-09-28,mixed,smart_persistence,30,91,34.13874304671241,17.182146640273885
2023,2023-09-28,mixed,gbm,30,91,29.926157927230165,22.639714922138594
2023,2023-09-29,mixed,persistence,30,120,117.53814432813226,92.6944631258635
2023,2023-09-29,mixed,smart_persistence,30,120,51.869404903140094,28.055041288437998
2023,2023-09-29,mixed,gbm,30,120,53.11055718377588,34.75062434007909
2023,2023-09-30,mixed,persistence,30,120,243.77040099438653,171.00731203820814
2023,2023-09-30,mixed,smart_persistence,30,120,216.01421345211406,119.40657028484432
2023,2023-09-30,mixed,gbm,30,120,182.93428194338316,123.09660193501227
2023,2023-10-01,mixed,persistence,30,121,208.8703154072662,149.76389405747264
2023,2023-10-01,mixed,smart_persistence,30,121,185.948677159931,127.64746303640676
2023,2023-10-01,mixed,gbm,30,121,153.17318771860224,114.1001816763886
2023,2023-10-02,mixed,persistence,30,121,196.76534375116634,137.5751284725407
2023,2023-10-02,mixed,smart_persistence,30,121,183.14521253491253,119.8421836937312
2023,2023-10-02,mixed,gbm,30,121,164.99525739239746,121.37038686886983
2023,2023-10-03,mixed,persistence,30,121,133.71850461972036,112.28009653576025
2023,2023-10-03,mixed,smart_persistence,30,121,101.67205276108076,65.6824440288716
2023,2023-10-03,mixed,gbm,30,121,85.21714776470301,65.66689176786045
2023,2023-10-04,mixed,persistence,30,121,99.5864832207557,89.49166494952622
2023,2023-10-04,mixed,smart_persistence,30,121,11.719511285276237,9.71519038795289
2023,2023-10-04,mixed,gbm,30,121,20.356144848921947,18.7131152043172
2023,2023-10-05,mixed,persistence,30,121,98.88590378028775,89.02248782953956
2023,2023-10-05,mixed,smart_persistence,30,121,11.07481391833047,9.442058130325927
2023,2023-10-05,mixed,gbm,30,121,19.743147664356105,18.110696769023875
2023,2023-10-06,mixed,persistence,30,122,95.50144093942164,87.07484720573939
2023,2023-10-06,mixed,smart_persistence,30,122,13.368637684819742,11.298793647462961
2023,2023-10-06,mixed,gbm,30,122,19.669590988958582,16.70956174976324
2023,2023-10-07,mixed,persistence,30,123,98.82505208848332,89.11864984713958
2023,2023-10-07,mixed,smart_persistence,30,123,12.129583089116025,10.876375317278963
2023,2023-10-07,mixed,gbm,30,123,19.146877006320587,17.950395441506277
2023,2023-10-08,mixed,persistence,30,123,100.36510238424863,88.73047783704203
2023,2023-10-08,mixed,smart_persistence,30,123,20.964662605853448,13.391284707806705
2023,2023-10-08,mixed,gbm,30,123,25.200527319798763,19.732886822089664
2023,2023-10-09,mixed,persistence,30,123,98.12383833576614,88.43648676368355
2023,2023-10-09,mixed,smart_persistence,30,123,15.933548113866838,12.37846516937107
2023,2023-10-09,mixed,gbm,30,123,21.215836025926208,19.16963365098629
2023,2023-10-10,mixed,persistence,30,109,92.07734067483197,80.06864944698155
2023,2023-10-10,mixed,smart_persistence,30,109,26.406234901971064,18.687851561987102
2023,2023-10-10,mixed,gbm,30,109,29.8529623432372,24.609845424236244
2023,2023-10-11,mixed,persistence,30,96,85.45390574564742,75.12498068342336
2023,2023-10-11,mixed,smart_persistence,30,96,17.294682259003075,13.290340335289898
2023,2023-10-11,mixed,gbm,30,96,24.343957571193386,21.011458665562344
2023,2023-10-12,mixed,persistence,30,71,72.49396213599985,59.289423993095944
2023,2023-10-12,mixed,smart_persistence,30,71,38.96381780197376,25.104996440463275
2023,2023-10-12,mixed,gbm,30,71,47.453165693687296,31.366435484941626
2023,2023-10-13,mixed,persistence,30,92,81.84350823115368,70.90455527927683
2023,2023-10-13,mixed,smart_persistence,30,92,24.19408765017562,17.734611578209726
2023,2023-10-13,mixed,gbm,30,92,31.606749834058906,25.095465356875216
2023,2023-10-14,mixed,persistence,30,105,91.6496000851852,78.13210506932455
2023,2023-10-14,mixed,smart_persistence,30,105,30.016769065546242,21.58444751185136
2023,2023-10-14,mixed,gbm,30,105,39.32290580188852,31.46432948674403
2023,2023-10-15,mixed,persistence,30,44,102.2595437227623,90.55869986216398
2023,2023-10-15,mixed,smart_persistence,30,44,31.982089150952465,23.55864464791828
