site,horizon_min,policy,scope,theta,n_pool,offset_npquantile,offset_orderstat,abs_diff_wm2
asp,15,mondrian,transitional,0.925,13279,-230.0136,-230.0921,0.0785
asp,15,mondrian_cqr,transitional,0.925,13279,4.0798,4.0907,0.011
asp,15,icp,all,0.95,42567,-153.6042,-153.614,0.0097
asp,15,cqr,all,0.95,42567,3.423,3.4479,0.0249
asp,15,mondrian,clear,0.95,25787,-25.1537,-25.1573,0.0036
asp,15,mondrian_cqr,clear,0.95,25787,3.3135,3.3166,0.0031
asp,15,mondrian,cloudy,0.95,3501,-104.9602,-104.9602,0.0
asp,15,mondrian_cqr,cloudy,0.95,3501,3.3854,3.4056,0.0202
asp,15,mondrian,transitional,0.95,13279,-291.2085,-291.2047,0.0038
asp,15,mondrian_cqr,transitional,0.95,13279,4.592,4.7637,0.1717
asp,30,icp,all,0.75,41480,-12.3214,-12.3207,0.0007
asp,30,cqr,all,0.75,41480,1.2252,1.2253,0.0002
asp,30,mondrian,clear,0.75,25568,-6.5404,-6.5399,0.0005
asp,30,mondrian_cqr,clear,0.75,25568,1.1968,1.1971,0.0003
asp,30,mondrian,cloudy,0.75,3404,-61.5532,-61.5409,0.0123
asp,30,mondrian_cqr,cloudy,0.75,3404,3.0271,3.049,0.0219
asp,30,mondrian,transitional,0.75,12508,-67.6111,-67.603,0.0081
asp,30,mondrian_cqr,transitional,0.75,12508,0.4597,0.4719,0.0122
asp,30,icp,all,0.775,41480,-15.1964,-15.196,0.0004
asp,30,cqr,all,0.775,41480,1.2868,1.2875,0.0007
asp,30,mondrian,clear,0.775,25568,-7.7081,-7.708,0.0001
asp,30,mondrian_cqr,clear,0.775,25568,1.3263,1.327,0.0007
asp,30,mondrian,cloudy,0.775,3404,-66.8939,-66.8799,0.0141
asp,30,mondrian_cqr,cloudy,0.775,3404,2.2987,2.3179,0.0191
asp,30,mondrian,transitional,0.775,12508,-86.9166,-86.9231,0.0066
asp,30,mondrian_cqr,transitional,0.775,12508,0.1369,0.1579,0.0211
asp,30,icp,all,0.8,41480,-19.288,-19.2876,0.0004
asp,30,cqr,all,0.8,41480,1.4625,1.4651,0.0025
asp,30,mondrian,clear,0.8,25568,-9.0283,-9.0295,0.0011
asp,30,mondrian_cqr,clear,0.8,25568,1.5366,1.5374,0.0008
asp,30,mondrian,cloudy,0.8,3404,-73.64,-73.6453,0.0053
asp,30,mondrian_cqr,cloudy,0.8,3404,2.8273,2.8329,0.0056
asp,30,mondrian,transitional,0.8,12508,-106.8008,-106.8145,0.0137
asp,30,mondrian_cqr,transitional,0.8,12508,0.0123,0.0265,0.0142
asp,30,icp,all,0.825,41480,-25.9518,-25.9505,0.0013
asp,30,cqr,all,0.825,41480,1.7996,1.8017,0.0021
asp,30,mondrian,clear,0.825,25568,-10.5903,-10.5909,0.0005
asp,30,mondrian_cqr,clear,0.825,25568,1.9648,1.9677,0.0029
asp,30,mondrian,cloudy,0.825,3404,-81.5005,-81.5017,0.0012
asp,30,mondrian_cqr,cloudy,0.825,3404,3.2746,3.4168,0.1422
asp,30,mondrian,transitional,0.825,12508,-128.4803,-128.4692,0.0111
asp,30,mondrian_cqr,transitional,0.825,12508,-0.012,-0.0114,0.0006
asp,30,icp,all,0.85,41480,-37.5757,-37.5745,0.0012
asp,30,cqr,all,0.85,41480,2.1811,2.1841,0.003
asp,30,mondrian,clear,0.85,25568,-12.2885,-12.2886,0.0001
asp,30,mondrian_cqr,clear,0.85,25568,2.2854,2.2881,0.0027
asp,30,mondrian,cloudy,0.85,3404,-88.911,-88.9483,0.0373
asp,30,mondrian_cqr,cloudy,0.85,3404,4.5796,4.6321,0.0525
asp,30,mondrian,transitional,0.85,12508,-152.2474,-152.2501,0.0027
asp,30,mondrian_cqr,transitional,0.85,12508,0.493,0.51,0.017
asp,30,icp,all,0.875,41480,-56.2266,-56.2246,0.002
asp,30,cqr,all,0.875,41480,2.6421,2.6426,0.0004
asp,30,mondrian,clear,0.875,25568,-14.4191,-14.4185,0.0006
asp,30,mondrian_cqr,clear,0.875,25568,2.6924,2.6931,0.0006
asp,30,mondrian,cloudy,0.875,3404,-99.8368,-99.9067,0.0698
asp,30,mondrian_cqr,cloudy,0.875,3404,4.0156,4.0585,0.0428
asp,30,mondrian,transitional,0.875,12508,-179.8569,-179.8972,0.0403
asp,30,mondrian_cqr,transitional,0.875,12508,1.1526,1.1704,0.0179
asp,30,icp,all,0.9,41480,-82.0754,-82.0731,0.0023
asp,30,cqr,all,0.9,41480,2.9335,2.9345,0.001
asp,30,mondrian,clear,0.9,25568,-17.4539,-17.4567,0.0028
asp,30,mondrian_cqr,clear,0.9,25568,2.8267,2.8289,0.0022
asp,30,mondrian,cloudy,0.9,3404,-117.3432,-117.426,0.0828
asp,30,mondrian_cqr,cloudy,0.9,3404,4.6793,4.6963,0.017
asp,30,mondrian,transitional,0.9,12508,-214.0664,-214.104,0.0375
asp,30,mondrian_cqr,transitional,0.9,12508,2.7721,2.7948,0.0227
asp,30,icp,all,0.925,41480,-122.6985,-122.6982,0.0004
asp,30,cqr,all,0.925,41480,3.5973,3.5973,0.0001
asp,30,mondrian,clear,0.925,25568,-21.9555,-21.9646,0.0091
asp,30,mondrian_cqr,clear,0.925,25568,3.5215,3.5272,0.0057
asp,30,mondrian,cloudy,0.925,3404,-135.0976,-135.1013,0.0037
asp,30,mondrian_cqr,cloudy,0.925,3404,4.2538,4.341,0.0872
asp,30,mondrian,transitional,0.925,12508,-261.7999,-261.801,0.0011
asp,30,mondrian_cqr,transitional,0.925,12508,4.3758,4.4052,0.0294
asp,30,icp,all,0.95,41480,-181.7667,-181.7663,0.0004
asp,30,cqr,all,0.95,41480,4.7497,4.7559,0.0062
asp,30,mondrian,clear,0.95,25568,-32.3899,-32.4023,0.0124
asp,30,mondrian_cqr,clear,0.95,25568,4.4622,4.4661,0.004
asp,30,mondrian,cloudy,0.95,3404,-164.0254,-164.1363,0.1109
asp,30,mondrian_cqr,cloudy,0.95,3404,6.0254,6.13,0.1046
asp,30,mondrian,transitional,0.95,12508,-324.2356,-324.3531,0.1175
asp,30,mondrian_cqr,transitional,0.95,12508,6.369,6.4393,0.0703
asp,60,icp,all,0.75,39317,-13.9294,-13.9294,0.0
asp,60,cqr,all,0.75,39317,1.2525,1.2528,0.0004
asp,60,mondrian,clear,0.75,24457,-6.9227,-6.9227,0.0
asp,60,mondrian_cqr,clear,0.75,24457,1.1339,1.1343,0.0004
asp,60,mondrian,cloudy,0.75,3181,-81.6158,-81.6158,0.0
asp,60,mondrian_cqr,cloudy,0.75,3181,5.7864,5.831,0.0446
asp,60,mondrian,transitional,0.75,11679,-78.9521,-78.9905,0.0384
asp,60,mondrian_cqr,transitional,0.75,11679,0.1508,0.1677,0.0169
asp,60,icp,all,0.775,39317,-17.6419,-17.643,0.0011
asp,60,cqr,all,0.775,39317,1.5234,1.525,0.0016
asp,60,mondrian,clear,0.775,24457,-8.3563,-8.355,0.0014
asp,60,mondrian_cqr,clear,0.775,24457,1.4627,1.4647,0.0021
asp,60,mondrian,cloudy,0.775,3181,-89.2206,-89.2688,0.0482
asp,60,mondrian_cqr,cloudy,0.775,3181,2.8346,2.8423,0.0077
asp,60,mondrian,transitional,0.775,11679,-101.033,-101.076,0.0429
asp,60,mondrian_cqr,transitional,0.775,11679,1.47,1.4797,0.0098
asp,60,icp,all,0.8,39317,-22.6763,-22.6773,0.001
asp,60,cqr,all,0.8,39317,1.6747,1.6766,0.0019
asp,60,mondrian,clear,0.8,24457,-9.9593,-9.9609,0.0016
asp,60,mondrian_cqr,clear,0.8,24457,1.7047,1.7054,0.0007
asp,60,mondrian,cloudy,0.8,3181,-98.9046,-98.9046,0.0
asp,60,mondrian_cqr,cloudy,0.8,3181,0.9489,0.9787,0.0298
asp,60,mondrian,transitional,0.8,11679,-122.3962,-122.4348,0.0387
asp,60,mondrian_cqr,transitional,0.8,11679,1.9109,1.9153,0.0044
asp,60,icp,all,0.825,39317,-31.7491,-31.7557,0.0067
asp,60,cqr,all,0.825,39317,1.9846,1.9858,0.0012
asp,60,mondrian,clear,0.825,24457,-11.8487,-11.8482,0.0005
asp,60,mondrian_cqr,clear,0.825,24457,1.9057,1.9073,0.0016
asp,60,mondrian,cloudy,0.825,3181,-108.1132,-108.1286,0.0154
asp,60,mondrian_cqr,cloudy,0.825,3181,1.924,1.9325,0.0086
asp,60,mondrian,transitional,0.825,11679,-146.9184,-146.7698,0.1486
asp,60,mondrian_cqr,transitional,0.825,11679,2.7142,2.7267,0.0124
asp,60,icp,all,0.85,39317,-47.6896,-47.69,0.0004
asp,60,cqr,all,0.85,39317,2.4794,2.4805,0.0011
asp,60,mondrian,clear,0.85,24457,-14.2277,-14.2294,0.0017
asp,60,mondrian_cqr,clear,0.85,24457,2.3673,2.3704,0.0031
asp,60,mondrian,cloudy,0.85,3181,-120.3707,-120.3707,0.0
asp,60,mondrian_cqr,cloudy,0.85,3181,4.853,4.8567,0.0037
asp,60,mondrian,transitional,0.85,11679,-174.6314,-174.5676,0.0638
asp,60,mondrian_cqr,transitional,0.85,11679,2.0831,2.1145,0.0314
asp,60,icp,all,0.875,39317,-71.4897,-71.5204,0.0307
asp,60,cqr,all,0.875,39317,3.0195,3.0217,0.0022
asp,60,mondrian,clear,0.875,24457,-17.0524,-17.0524,0.0
asp,60,mondrian_cqr,clear,0.875,24457,3.0744,3.0834,0.009
asp,60,mondrian,cloudy,0.875,3181,-134.3175,-134.5392,0.2217
asp,60,mondrian_cqr,cloudy,0.875,3181,1.3001,1.4513,0.1512
asp,60,mondrian,transitional,0.875,11679,-204.1431,-204.1825,0.0394
asp,60,mondrian_cqr,transitional,0.875,11679,2.9781,3.0074,0.0293
asp,60,icp,all,0.9,39317,-105.0283,-105.0347,0.0064
asp,60,cqr,all,0.9,39317,3.3034,3.317,0.0136
asp,60,mondrian,clear,0.9,24457,-21.0551,-21.065,0.0098
asp,60,mondrian_cqr,clear,0.9,24457,3.2397,3.2436,0.0038
asp,60,mondrian,cloudy,0.9,3181,-148.0678,-148.0678,0.0
asp,60,mondrian_cqr,cloudy,0.9,3181,3.6229,3.6773,0.0544
asp,60,mondrian,transitional,0.9,11679,-246.1147,-246.1655,0.0508
asp,60,mondrian_cqr,transitional,0.9,11679,3.7171,3.7429,0.0259
asp,60,icp,all,0.925,39317,-150.7562,-150.7754,0.0192
asp,60,cqr,all,0.925,39317,4.1662,4.17,0.0037
asp,60,mondrian,clear,0.925,24457,-28.1284,-28.1296,0.0013
asp,60,mondrian_cqr,clear,0.925,24457,3.8036,3.811,0.0074
asp,60,mondrian,cloudy,0.925,3181,-164.6712,-164.7625,0.0913
asp,60,mondrian_cqr,cloudy,0.925,3181,5.4113,5.6036,0.1923
asp,60,mondrian,transitional,0.925,11679,-290.7084,-290.7367,0.0283
asp,60,mondrian_cqr,transitional,0.925,11679,5.8834,6.0347,0.1514
asp,60,icp,all,0.95,39317,-215.685,-215.7343,0.0493
asp,60,cqr,all,0.95,39317,5.5812,5.5856,0.0044
asp,60,mondrian,clear,0.95,24457,-46.8082,-46.9045,0.0963
asp,60,mondrian_cqr,clear,0.95,24457,5.521,5.5503,0.0293
asp,60,mondrian,cloudy,0.95,3181,-189.874,-189.874,0.0
asp,60,mondrian_cqr,cloudy,0.95,3181,4.2111,4.278,0.0669
asp,60,mondrian,transitional,0.95,11679,-357.584,-357.5559,0.0281
asp,60,mondrian_cqr,transitional,0.95,11679,6.4687,6.5986,0.1299
