site,horizon_min,method,variant,nominal,scope,n,PICP,PICP_ci_lo,PICP_ci_hi,ACE,ACE_ci_lo,ACE_ci_hi,covers_nominal
yulara,15,icp_norm,static,0.95,cloudy,3610,0.9817,0.9739,0.9877,0.0317,0.0239,0.0377,no
yulara,15,icp_norm,static,0.95,transitional,14988,0.9171,0.9068,0.9271,-0.0329,-0.0432,-0.0229,no
yulara,15,mondrian,static,0.95,all,40094,0.9414,0.9356,0.9473,-0.0086,-0.0144,-0.0027,no
yulara,15,mondrian,static,0.95,clear,21496,0.9445,0.936,0.9521,-0.0055,-0.014,0.0021,yes
yulara,15,mondrian,static,0.95,cloudy,3610,0.9457,0.9323,0.9571,-0.0043,-0.0177,0.0071,yes
yulara,15,mondrian,static,0.95,transitional,14988,0.936,0.9278,0.9441,-0.014,-0.0222,-0.0059,no
yulara,15,cqr,static,0.95,all,40094,0.9512,0.9453,0.9567,0.0012,-0.0047,0.0067,yes
yulara,15,cqr,static,0.95,clear,21496,0.9415,0.9341,0.9487,-0.0085,-0.0159,-0.0013,no
yulara,15,cqr,static,0.95,cloudy,3610,0.9934,0.9898,0.9962,0.0434,0.0398,0.0462,no
yulara,15,cqr,static,0.95,transitional,14988,0.955,0.9457,0.9635,0.005,-0.0043,0.0135,yes
yulara,15,mondrian_cqr,static,0.95,all,40094,0.9509,0.9451,0.9563,0.0009,-0.0049,0.0063,yes
yulara,15,mondrian_cqr,static,0.95,clear,21496,0.9493,0.9424,0.956,-0.0007,-0.0076,0.006,yes
yulara,15,mondrian_cqr,static,0.95,cloudy,3610,0.9657,0.9563,0.9741,0.0157,0.0063,0.0241,no
yulara,15,mondrian_cqr,static,0.95,transitional,14988,0.9498,0.9399,0.9588,-0.0002,-0.0101,0.0088,yes
yulara,15,aci,anticipative,0.95,all,40094,0.9668,0.9651,0.9684,0.0168,0.0151,0.0184,no
yulara,15,aci,anticipative,0.95,clear,21496,0.9691,0.9664,0.9716,0.0191,0.0164,0.0216,no
yulara,15,aci,anticipative,0.95,cloudy,3610,0.9695,0.9625,0.976,0.0195,0.0125,0.026,no
yulara,15,aci,anticipative,0.95,transitional,14988,0.9627,0.9605,0.9649,0.0127,0.0105,0.0149,no
yulara,15,aci_regime,anticipative,0.95,all,40094,0.9561,0.9544,0.9578,0.0061,0.0044,0.0078,no
yulara,15,aci_regime,anticipative,0.95,clear,21496,0.9492,0.9465,0.9519,-0.0008,-0.0035,0.0019,yes
yulara,15,aci_regime,anticipative,0.95,cloudy,3610,0.9571,0.9496,0.9636,0.0071,-0.0004,0.0136,yes
yulara,15,aci_regime,anticipative,0.95,transitional,14988,0.9658,0.9638,0.9679,0.0158,0.0138,0.0179,no
yulara,15,aci,delayed,0.95,all,40094,0.9619,0.9601,0.9637,0.0119,0.0101,0.0137,no
yulara,15,aci,delayed,0.95,clear,21496,0.9626,0.9594,0.9656,0.0126,0.0094,0.0156,no
yulara,15,aci,delayed,0.95,cloudy,3610,0.9676,0.9596,0.9753,0.0176,0.0096,0.0253,no
yulara,15,aci,delayed,0.95,transitional,14988,0.9595,0.9566,0.9624,0.0095,0.0066,0.0124,no
yulara,15,aci_regime,delayed,0.95,all,40094,0.9483,0.9462,0.9504,-0.0017,-0.0038,0.0004,yes
yulara,15,aci_regime,delayed,0.95,clear,21496,0.9392,0.9358,0.9425,-0.0108,-0.0142,-0.0075,no
yulara,15,aci_regime,delayed,0.95,cloudy,3610,0.9482,0.9378,0.9567,-0.0018,-0.0122,0.0067,yes
yulara,15,aci_regime,delayed,0.95,transitional,14988,0.9614,0.959,0.9639,0.0114,0.009,0.0139,no
yulara,30,icp,static,0.8,all,38960,0.7527,0.7287,0.7772,-0.0473,-0.0713,-0.0228,no
yulara,30,icp,static,0.8,clear,20991,0.9361,0.9254,0.9458,0.1361,0.1254,0.1458,no
yulara,30,icp,static,0.8,cloudy,3497,0.7052,0.6641,0.7432,-0.0948,-0.1359,-0.0568,no
yulara,30,icp,static,0.8,transitional,14472,0.4981,0.477,0.5206,-0.3019,-0.323,-0.2794,no
yulara,30,icp_norm,static,0.8,all,38960,0.7732,0.7552,0.7913,-0.0268,-0.0448,-0.0087,no
yulara,30,icp_norm,static,0.8,clear,20991,0.9064,0.8986,0.9138,0.1064,0.0986,0.1138,no
yulara,30,icp_norm,static,0.8,cloudy,3497,0.8173,0.7834,0.845,0.0173,-0.0166,0.045,yes
yulara,30,icp_norm,static,0.8,transitional,14472,0.5693,0.5466,0.5925,-0.2307,-0.2534,-0.2075,no
yulara,30,mondrian,static,0.8,all,38960,0.7884,0.7745,0.8024,-0.0116,-0.0255,0.0024,yes
yulara,30,mondrian,static,0.8,clear,20991,0.8037,0.7841,0.8217,0.0037,-0.0159,0.0217,yes
yulara,30,mondrian,static,0.8,cloudy,3497,0.789,0.7553,0.8199,-0.011,-0.0447,0.0199,yes
yulara,30,mondrian,static,0.8,transitional,14472,0.766,0.7482,0.7843,-0.034,-0.0518,-0.0157,no
yulara,30,cqr,static,0.8,all,38960,0.8152,0.8051,0.8252,0.0152,0.0051,0.0252,no
yulara,30,cqr,static,0.8,clear,20991,0.837,0.8268,0.8468,0.037,0.0268,0.0468,no
yulara,30,cqr,static,0.8,cloudy,3497,0.8433,0.8165,0.8659,0.0433,0.0165,0.0659,no
yulara,30,cqr,static,0.8,transitional,14472,0.7769,0.7603,0.793,-0.0231,-0.0397,-0.007,no
yulara,30,mondrian_cqr,static,0.8,all,38960,0.8157,0.8057,0.8254,0.0157,0.0057,0.0254,no
yulara,30,mondrian_cqr,static,0.8,clear,20991,0.8298,0.8194,0.8398,0.0298,0.0194,0.0398,no
yulara,30,mondrian_cqr,static,0.8,cloudy,3497,0.8007,0.7665,0.8298,0.0007,-0.0335,0.0298,yes
yulara,30,mondrian_cqr,static,0.8,transitional,14472,0.7989,0.7828,0.8145,-0.0011,-0.0172,0.0145,yes
yulara,30,aci,anticipative,0.8,all,38960,0.819,0.8163,0.8218,0.019,0.0163,0.0218,no
yulara,30,aci,anticipative,0.8,clear,20991,0.8055,0.7996,0.8113,0.0055,-0.0004,0.0113,yes
yulara,30,aci,anticipative,0.8,cloudy,3497,0.8256,0.808,0.8412,0.0256,0.008,0.0412,no
yulara,30,aci,anticipative,0.8,transitional,14472,0.8371,0.8315,0.843,0.0371,0.0315,0.043,no
yulara,30,aci_regime,anticipative,0.8,all,38960,0.8089,0.805,0.8128,0.0089,0.005,0.0128,no
yulara,30,aci_regime,anticipative,0.8,clear,20991,0.7813,0.7751,0.7874,-0.0187,-0.0249,-0.0126,no
yulara,30,aci_regime,anticipative,0.8,cloudy,3497,0.8201,0.8011,0.8363,0.0201,0.0011,0.0363,no
yulara,30,aci_regime,anticipative,0.8,transitional,14472,0.8463,0.8408,0.8521,0.0463,0.0408,0.0521,no
yulara,30,aci,delayed,0.8,all,38960,0.8093,0.806,0.8126,0.0093,0.006,0.0126,no
yulara,30,aci,delayed,0.8,clear,20991,0.7915,0.7842,0.7985,-0.0085,-0.0158,-0.0015,no
yulara,30,aci,delayed,0.8,cloudy,3497,0.827,0.8058,0.8462,0.027,0.0058,0.0462,no
yulara,30,aci,delayed,0.8,transitional,14472,0.8308,0.8231,0.8388,0.0308,0.0231,0.0388,no
yulara,30,aci_regime,delayed,0.8,all,38960,0.7962,0.7916,0.8009,-0.0038,-0.0084,0.0009,yes
yulara,30,aci_regime,delayed,0.8,clear,20991,0.7636,0.7559,0.7709,-0.0364,-0.0441,-0.0291,no
yulara,30,aci_regime,delayed,0.8,cloudy,3497,0.8098,0.7894,0.8271,0.0098,-0.0106,0.0271,yes
yulara,30,aci_regime,delayed,0.8,transitional,14472,0.8402,0.834,0.8467,0.0402,0.034,0.0467,no
yulara,30,icp,static,0.9,all,38960,0.8721,0.8568,0.8876,-0.0279,-0.0432,-0.0124,no
yulara,30,icp,static,0.9,clear,20991,0.9748,0.9695,0.9794,0.0748,0.0695,0.0794,no
yulara,30,icp,static,0.9,cloudy,3497,0.8942,0.8708,0.9148,-0.0058,-0.0292,0.0148,yes
yulara,30,icp,static,0.9,transitional,14472,0.7178,0.6986,0.7375,-0.1822,-0.2014,-0.1625,no
yulara,30,icp_norm,static,0.9,all,38960,0.8891,0.879,0.8992,-0.0109,-0.021,-0.0008,no
yulara,30,icp_norm,static,0.9,clear,20991,0.9402,0.9344,0.9458,0.0402,0.0344,0.0458,no
yulara,30,icp_norm,static,0.9,cloudy,3497,0.9457,0.9277,0.9594,0.0457,0.0277,0.0594,no
yulara,30,icp_norm,static,0.9,transitional,14472,0.8014,0.7833,0.8191,-0.0986,-0.1167,-0.0809,no
yulara,30,mondrian,static,0.9,all,38960,0.8914,0.8819,0.9009,-0.0086,-0.0181,0.0009,yes
yulara,30,mondrian,static,0.9,clear,20991,0.8958,0.8821,0.9086,-0.0042,-0.0179,0.0086,yes
yulara,30,mondrian,static,0.9,cloudy,3497,0.8959,0.8728,0.9162,-0.0041,-0.0272,0.0162,yes
yulara,30,mondrian,static,0.9,transitional,14472,0.8839,0.8711,0.8971,-0.0161,-0.0289,-0.0029,no
yulara,30,cqr,static,0.9,all,38960,0.9054,0.8976,0.9128,0.0054,-0.0024,0.0128,yes
yulara,30,cqr,static,0.9,clear,20991,0.9038,0.8947,0.9125,0.0038,-0.0053,0.0125,yes
yulara,30,cqr,static,0.9,cloudy,3497,0.9525,0.9398,0.9639,0.0525,0.0398,0.0639,no
yulara,30,cqr,static,0.9,transitional,14472,0.8964,0.8831,0.909,-0.0036,-0.0169,0.009,yes
yulara,30,mondrian_cqr,static,0.9,all,38960,0.9046,0.8969,0.912,0.0046,-0.0031,0.012,yes
yulara,30,mondrian_cqr,static,0.9,clear,20991,0.9043,0.8952,0.9129,0.0043,-0.0048,0.0129,yes
yulara,30,mondrian_cqr,static,0.9,cloudy,3497,0.9108,0.8852,0.9315,0.0108,-0.0148,0.0315,yes
yulara,30,mondrian_cqr,static,0.9,transitional,14472,0.9035,0.8907,0.9157,0.0035,-0.0093,0.0157,yes
yulara,30,aci,anticipative,0.9,all,38960,0.9224,0.9202,0.9248,0.0224,0.0202,0.0248,no
yulara,30,aci,anticipative,0.9,clear,20991,0.9193,0.9149,0.9234,0.0193,0.0149,0.0234,no
yulara,30,aci,anticipative,0.9,cloudy,3497,0.9242,0.9138,0.9339,0.0242,0.0138,0.0339,no
yulara,30,aci,anticipative,0.9,transitional,14472,0.9265,0.9232,0.9301,0.0265,0.0232,0.0301,no
yulara,30,aci_regime,anticipative,0.9,all,38960,0.9111,0.9085,0.9136,0.0111,0.0085,0.0136,no
yulara,30,aci_regime,anticipative,0.9,clear,20991,0.8962,0.892,0.9003,-0.0038,-0.008,0.0003,yes
yulara,30,aci_regime,anticipative,0.9,cloudy,3497,0.9182,0.9068,0.9283,0.0182,0.0068,0.0283,no
yulara,30,aci_regime,anticipative,0.9,transitional,14472,0.9309,0.9276,0.9346,0.0309,0.0276,0.0346,no
yulara,30,aci,delayed,0.9,all,38960,0.91,0.9072,0.9128,0.01,0.0072,0.0128,no
yulara,30,aci,delayed,0.9,clear,20991,0.9008,0.8948,0.9065,0.0008,-0.0052,0.0065,yes
yulara,30,aci,delayed,0.9,cloudy,3497,0.9208,0.9056,0.9343,0.0208,0.0056,0.0343,no
yulara,30,aci,delayed,0.9,transitional,14472,0.9207,0.9152,0.9265,0.0207,0.0152,0.0265,no
yulara,30,aci_regime,delayed,0.9,all,38960,0.8925,0.8887,0.8961,-0.0075,-0.0113,-0.0039,no
yulara,30,aci_regime,delayed,0.9,clear,20991,0.8696,0.8632,0.8756,-0.0304,-0.0368,-0.0244,no
yulara,30,aci_regime,delayed,0.9,cloudy,3497,0.9036,0.888,0.917,0.0036,-0.012,0.017,yes
yulara,30,aci_regime,delayed,0.9,transitional,14472,0.923,0.9186,0.9275,0.023,0.0186,0.0275,no
yulara,30,icp,static,0.95,all,38960,0.9356,0.9264,0.9448,-0.0144,-0.0236,-0.0052,no
yulara,30,icp,static,0.95,clear,20991,0.9849,0.9813,0.988,0.0349,0.0313,0.038,no
yulara,30,icp,static,0.95,cloudy,3497,0.9591,0.9452,0.9705,0.0091,-0.0048,0.0205,yes
yulara,30,icp,static,0.95,transitional,14472,0.8586,0.8445,0.8733,-0.0914,-0.1055,-0.0767,no
yulara,30,icp_norm,static,0.95,all,38960,0.9475,0.9418,0.9529,-0.0025,-0.0082,0.0029,yes
yulara,30,icp_norm,static,0.95,clear,20991,0.9583,0.9536,0.9629,0.0083,0.0036,0.0129,no
yulara,30,icp_norm,static,0.95,cloudy,3497,0.974,0.9624,0.983,0.024,0.0124,0.033,no
yulara,30,icp_norm,static,0.95,transitional,14472,0.9254,0.9143,0.9363,-0.0246,-0.0357,-0.0137,no
yulara,30,mondrian,static,0.95,all,38960,0.9424,0.9356,0.9491,-0.0076,-0.0144,-0.0009,no
yulara,30,mondrian,static,0.95,clear,20991,0.9426,0.9326,0.9518,-0.0074,-0.0174,0.0018,yes
yulara,30,mondrian,static,0.95,cloudy,3497,0.9528,0.9384,0.9648,0.0028,-0.0116,0.0148,yes
yulara,30,mondrian,static,0.95,transitional,14472,0.9397,0.9301,0.949,-0.0103,-0.0199,-0.001,no
yulara,30,cqr,static,0.95,all,38960,0.9514,0.9454,0.9569,0.0014,-0.0046,0.0069,yes
yulara,30,cqr,static,0.95,clear,20991,0.9425,0.9354,0.9496,-0.0075,-0.0146,-0.0004,no
yulara,30,cqr,static,0.95,cloudy,3497,0.9908,0.9855,0.9951,0.0408,0.0355,0.0451,no
yulara,30,cqr,static,0.95,transitional,14472,0.9547,0.9447,0.9638,0.0047,-0.0053,0.0138,yes
yulara,30,mondrian_cqr,static,0.95,all,38960,0.9513,0.9454,0.9568,0.0013,-0.0046,0.0068,yes
yulara,30,mondrian_cqr,static,0.95,clear,20991,0.9513,0.9448,0.9576,0.0013,-0.0052,0.0076,yes
yulara,30,mondrian_cqr,static,0.95,cloudy,3497,0.9623,0.9483,0.9746,0.0123,-0.0017,0.0246,yes
yulara,30,mondrian_cqr,static,0.95,transitional,14472,0.9487,0.9377,0.9588,-0.0013,-0.0123,0.0088,yes
yulara,30,aci,anticipative,0.95,all,38960,0.9695,0.9677,0.9713,0.0195,0.0177,0.0213,no
yulara,30,aci,anticipative,0.95,clear,20991,0.9721,0.9692,0.9749,0.0221,0.0192,0.0249,no
yulara,30,aci,anticipative,0.95,cloudy,3497,0.9668,0.9601,0.9731,0.0168,0.0101,0.0231,no
yulara,30,aci,anticipative,0.95,transitional,14472,0.9663,0.9642,0.9685,0.0163,0.0142,0.0185,no
yulara,30,aci_regime,anticipative,0.95,all,38960,0.959,0.9574,0.9607,0.009,0.0074,0.0107,no
yulara,30,aci_regime,anticipative,0.95,clear,20991,0.9519,0.9492,0.9546,0.0019,-0.0008,0.0046,yes
yulara,30,aci_regime,anticipative,0.95,cloudy,3497,0.9625,0.9561,0.9687,0.0125,0.0061,0.0187,no
yulara,30,aci_regime,anticipative,0.95,transitional,14472,0.9684,0.9663,0.9707,0.0184,0.0163,0.0207,no
yulara,30,aci,delayed,0.95,all,38960,0.9558,0.9533,0.9583,0.0058,0.0033,0.0083,no
yulara,30,aci,delayed,0.95,clear,20991,0.9502,0.9451,0.955,0.0002,-0.0049,0.005,yes
yulara,30,aci,delayed,0.95,cloudy,3497,0.9611,0.9513,0.9702,0.0111,0.0013,0.0202,no
yulara,30,aci,delayed,0.95,transitional,14472,0.9625,0.9588,0.9665,0.0125,0.0088,0.0165,no
yulara,30,aci_regime,delayed,0.95,all,38960,0.9378,0.9349,0.9408,-0.0122,-0.0151,-0.0092,no
yulara,30,aci_regime,delayed,0.95,clear,20991,0.9213,0.9163,0.9262,-0.0287,-0.0337,-0.0238,no
yulara,30,aci_regime,delayed,0.95,cloudy,3497,0.9482,0.9365,0.9586,-0.0018,-0.0135,0.0086,yes
yulara,30,aci_regime,delayed,0.95,transitional,14472,0.9592,0.9556,0.9628,0.0092,0.0056,0.0128,no
