site,horizon_min,method,variant,nominal,scope,n,PICP,PICP_ci_lo,PICP_ci_hi,ACE,ACE_ci_lo,ACE_ci_hi,covers_nominal
asp,15,aci,anticipative,0.8,transitional,15873,0.8259,0.8216,0.8303,0.0259,0.0216,0.0303,no
asp,15,aci_regime,anticipative,0.8,all,43497,0.8181,0.8154,0.8208,0.0181,0.0154,0.0208,no
asp,15,aci_regime,anticipative,0.8,clear,23645,0.7961,0.791,0.8009,-0.0039,-0.009,0.0009,yes
asp,15,aci_regime,anticipative,0.8,cloudy,3979,0.8108,0.7948,0.8247,0.0108,-0.0052,0.0247,yes
asp,15,aci_regime,anticipative,0.8,transitional,15873,0.8526,0.8479,0.8581,0.0526,0.0479,0.0581,no
asp,15,aci,delayed,0.8,all,43497,0.8256,0.8232,0.8281,0.0256,0.0232,0.0281,no
asp,15,aci,delayed,0.8,clear,23645,0.8283,0.8232,0.8332,0.0283,0.0232,0.0332,no
asp,15,aci,delayed,0.8,cloudy,3979,0.8175,0.8013,0.8326,0.0175,0.0013,0.0326,no
asp,15,aci,delayed,0.8,transitional,15873,0.8235,0.8188,0.8283,0.0235,0.0188,0.0283,no
asp,15,aci_regime,delayed,0.8,all,43497,0.8144,0.8116,0.8174,0.0144,0.0116,0.0174,no
asp,15,aci_regime,delayed,0.8,clear,23645,0.7915,0.786,0.7967,-0.0085,-0.014,-0.0033,no
asp,15,aci_regime,delayed,0.8,cloudy,3979,0.8062,0.7896,0.8208,0.0062,-0.0104,0.0208,yes
asp,15,aci_regime,delayed,0.8,transitional,15873,0.8506,0.8457,0.856,0.0506,0.0457,0.056,no
asp,15,icp,static,0.9,all,43497,0.8737,0.8586,0.8885,-0.0263,-0.0414,-0.0115,no
asp,15,icp,static,0.9,clear,23645,0.9777,0.9735,0.9816,0.0777,0.0735,0.0816,no
asp,15,icp,static,0.9,cloudy,3979,0.9201,0.8997,0.9374,0.0201,-0.0003,0.0374,yes
asp,15,icp,static,0.9,transitional,15873,0.707,0.6886,0.7264,-0.193,-0.2114,-0.1736,no
asp,15,icp_norm,static,0.9,all,43497,0.8733,0.861,0.8856,-0.0267,-0.039,-0.0144,no
asp,15,icp_norm,static,0.9,clear,23645,0.9685,0.9654,0.9714,0.0685,0.0654,0.0714,no
asp,15,icp_norm,static,0.9,cloudy,3979,0.9404,0.9238,0.9535,0.0404,0.0238,0.0535,no
asp,15,icp_norm,static,0.9,transitional,15873,0.7147,0.699,0.731,-0.1853,-0.201,-0.169,no
asp,15,mondrian,static,0.9,all,43497,0.8839,0.873,0.8945,-0.0161,-0.027,-0.0055,no
asp,15,mondrian,static,0.9,clear,23645,0.8783,0.8595,0.8956,-0.0217,-0.0405,-0.0044,no
asp,15,mondrian,static,0.9,cloudy,3979,0.8786,0.8538,0.9005,-0.0214,-0.0462,0.0005,yes
asp,15,mondrian,static,0.9,transitional,15873,0.8935,0.8817,0.9054,-0.0065,-0.0183,0.0054,yes
asp,15,cqr,static,0.9,all,43497,0.9014,0.896,0.9067,0.0014,-0.004,0.0067,yes
asp,15,cqr,static,0.9,clear,23645,0.9106,0.9041,0.9168,0.0106,0.0041,0.0168,no
asp,15,cqr,static,0.9,cloudy,3979,0.9105,0.8934,0.9261,0.0105,-0.0066,0.0261,yes
asp,15,cqr,static,0.9,transitional,15873,0.8854,0.8766,0.894,-0.0146,-0.0234,-0.006,no
asp,15,mondrian_cqr,static,0.9,all,43497,0.902,0.8968,0.9073,0.002,-0.0032,0.0073,yes
asp,15,mondrian_cqr,static,0.9,clear,23645,0.9071,0.9005,0.9134,0.0071,0.0005,0.0134,no
asp,15,mondrian_cqr,static,0.9,cloudy,3979,0.911,0.8942,0.9264,0.011,-0.0058,0.0264,yes
asp,15,mondrian_cqr,static,0.9,transitional,15873,0.8923,0.8835,0.9008,-0.0077,-0.0165,0.0008,yes
asp,15,aci,anticipative,0.9,all,43497,0.9277,0.9256,0.93,0.0277,0.0256,0.03,no
asp,15,aci,anticipative,0.9,clear,23645,0.9332,0.9295,0.9366,0.0332,0.0295,0.0366,no
asp,15,aci,anticipative,0.9,cloudy,3979,0.9198,0.9103,0.9285,0.0198,0.0103,0.0285,no
asp,15,aci,anticipative,0.9,transitional,15873,0.9216,0.9187,0.9246,0.0216,0.0187,0.0246,no
asp,15,aci_regime,anticipative,0.9,all,43497,0.9136,0.9118,0.9154,0.0136,0.0118,0.0154,no
asp,15,aci_regime,anticipative,0.9,clear,23645,0.9005,0.8971,0.9038,0.0005,-0.0029,0.0038,yes
asp,15,aci_regime,anticipative,0.9,cloudy,3979,0.9073,0.8967,0.9163,0.0073,-0.0033,0.0163,yes
asp,15,aci_regime,anticipative,0.9,transitional,15873,0.9347,0.9316,0.9381,0.0347,0.0316,0.0381,no
asp,15,aci,delayed,0.9,all,43497,0.9236,0.9215,0.9259,0.0236,0.0215,0.0259,no
asp,15,aci,delayed,0.9,clear,23645,0.9298,0.9257,0.9335,0.0298,0.0257,0.0335,no
asp,15,aci,delayed,0.9,cloudy,3979,0.9178,0.9066,0.9277,0.0178,0.0066,0.0277,no
asp,15,aci,delayed,0.9,transitional,15873,0.916,0.9126,0.9194,0.016,0.0126,0.0194,no
asp,15,aci_regime,delayed,0.9,all,43497,0.9088,0.9068,0.9108,0.0088,0.0068,0.0108,no
asp,15,aci_regime,delayed,0.9,clear,23645,0.8942,0.8904,0.8977,-0.0058,-0.0096,-0.0023,no
asp,15,aci_regime,delayed,0.9,cloudy,3979,0.9017,0.8902,0.9114,0.0017,-0.0098,0.0114,yes
asp,15,aci_regime,delayed,0.9,transitional,15873,0.9322,0.929,0.9358,0.0322,0.029,0.0358,no
asp,15,icp,static,0.95,all,43497,0.9363,0.9273,0.9449,-0.0137,-0.0227,-0.0051,no
asp,15,icp,static,0.95,clear,23645,0.9883,0.9858,0.9905,0.0383,0.0358,0.0405,no
asp,15,icp,static,0.95,cloudy,3979,0.9688,0.9584,0.9771,0.0188,0.0084,0.0271,no
asp,15,icp,static,0.95,transitional,15873,0.8507,0.8364,0.865,-0.0993,-0.1136,-0.085,no
asp,15,icp_norm,static,0.95,all,43497,0.935,0.928,0.9418,-0.015,-0.022,-0.0082,no
asp,15,icp_norm,static,0.95,clear,23645,0.9819,0.9797,0.984,0.0319,0.0297,0.034,no
asp,15,icp_norm,static,0.95,cloudy,3979,0.9696,0.9589,0.9781,0.0196,0.0089,0.0281,no
asp,15,icp_norm,static,0.95,transitional,15873,0.8565,0.845,0.868,-0.0935,-0.105,-0.082,no
asp,15,mondrian,static,0.95,all,43497,0.9367,0.9287,0.9443,-0.0133,-0.0213,-0.0057,no
asp,15,mondrian,static,0.95,clear,23645,0.9261,0.9121,0.9387,-0.0239,-0.0379,-0.0113,no
asp,15,mondrian,static,0.95,cloudy,3979,0.9412,0.9236,0.9554,-0.0088,-0.0264,0.0054,yes
asp,15,mondrian,static,0.95,transitional,15873,0.9515,0.9439,0.9589,0.0015,-0.0061,0.0089,yes
asp,15,cqr,static,0.95,all,43497,0.9472,0.9434,0.951,-0.0028,-0.0066,0.001,yes
asp,15,cqr,static,0.95,clear,23645,0.9518,0.9475,0.9559,0.0018,-0.0025,0.0059,yes
asp,15,cqr,static,0.95,cloudy,3979,0.9502,0.9359,0.9631,0.0002,-0.0141,0.0131,yes
asp,15,cqr,static,0.95,transitional,15873,0.9395,0.933,0.9458,-0.0105,-0.017,-0.0042,no
asp,15,mondrian_cqr,static,0.95,all,43497,0.9486,0.9451,0.9521,-0.0014,-0.0049,0.0021,yes
asp,15,mondrian_cqr,static,0.95,clear,23645,0.9473,0.9428,0.9515,-0.0027,-0.0072,0.0015,yes
asp,15,mondrian_cqr,static,0.95,cloudy,3979,0.9548,0.9415,0.9664,0.0048,-0.0085,0.0164,yes
asp,15,mondrian_cqr,static,0.95,transitional,15873,0.949,0.9433,0.9546,-0.001,-0.0067,0.0046,yes
asp,15,aci,anticipative,0.95,all,43497,0.9709,0.9693,0.9726,0.0209,0.0193,0.0226,no
asp,15,aci,anticipative,0.95,clear,23645,0.9762,0.9737,0.9786,0.0262,0.0237,0.0286,no
asp,15,aci,anticipative,0.95,cloudy,3979,0.9648,0.9591,0.9699,0.0148,0.0091,0.0199,no
asp,15,aci,anticipative,0.95,transitional,15873,0.9645,0.9626,0.9664,0.0145,0.0126,0.0164,no
asp,15,aci_regime,anticipative,0.95,all,43497,0.9594,0.9581,0.9607,0.0094,0.0081,0.0107,no
asp,15,aci_regime,anticipative,0.95,clear,23645,0.9527,0.9504,0.9548,0.0027,0.0004,0.0048,no
asp,15,aci_regime,anticipative,0.95,cloudy,3979,0.9545,0.9474,0.9606,0.0045,-0.0026,0.0106,yes
asp,15,aci_regime,anticipative,0.95,transitional,15873,0.9705,0.9687,0.9725,0.0205,0.0187,0.0225,no
asp,15,aci,delayed,0.95,all,43497,0.968,0.9662,0.9698,0.018,0.0162,0.0198,no
asp,15,aci,delayed,0.95,clear,23645,0.9737,0.9709,0.9764,0.0237,0.0209,0.0264,no
asp,15,aci,delayed,0.95,cloudy,3979,0.9598,0.9519,0.9668,0.0098,0.0019,0.0168,no
asp,15,aci,delayed,0.95,transitional,15873,0.9614,0.959,0.9639,0.0114,0.009,0.0139,no
asp,15,aci_regime,delayed,0.95,all,43497,0.9522,0.9506,0.9539,0.0022,0.0006,0.0039,no
asp,15,aci_regime,delayed,0.95,clear,23645,0.9435,0.9406,0.9462,-0.0065,-0.0094,-0.0038,no
asp,15,aci_regime,delayed,0.95,cloudy,3979,0.9447,0.9356,0.9524,-0.0053,-0.0144,0.0024,yes
asp,15,aci_regime,delayed,0.95,transitional,15873,0.9671,0.9649,0.9694,0.0171,0.0149,0.0194,no
asp,30,icp,static,0.8,all,42411,0.7484,0.7233,0.7742,-0.0516,-0.0767,-0.0258,no
asp,30,icp,static,0.8,clear,23518,0.9418,0.9314,0.9514,0.1418,0.1314,0.1514,no
asp,30,icp,static,0.8,cloudy,3883,0.657,0.6088,0.7019,-0.143,-0.1912,-0.0981,no
asp,30,icp,static,0.8,transitional,15010,0.4692,0.4493,0.4912,-0.3308,-0.3507,-0.3088,no
asp,30,icp_norm,static,0.8,all,42411,0.7556,0.7342,0.7771,-0.0444,-0.0658,-0.0229,no
asp,30,icp_norm,static,0.8,clear,23518,0.9337,0.9272,0.9397,0.1337,0.1272,0.1397,no
asp,30,icp_norm,static,0.8,cloudy,3883,0.7317,0.6897,0.7692,-0.0683,-0.1103,-0.0308,no
asp,30,icp_norm,static,0.8,transitional,15010,0.4828,0.4656,0.5014,-0.3172,-0.3344,-0.2986,no
asp,30,mondrian,static,0.8,all,42411,0.7742,0.7583,0.7901,-0.0258,-0.0417,-0.0099,no
asp,30,mondrian,static,0.8,clear,23518,0.773,0.7463,0.7978,-0.027,-0.0537,-0.0022,no
asp,30,mondrian,static,0.8,cloudy,3883,0.7517,0.7112,0.7883,-0.0483,-0.0888,-0.0117,no
asp,30,mondrian,static,0.8,transitional,15010,0.782,0.7638,0.8006,-0.018,-0.0362,0.0006,yes
asp,30,cqr,static,0.8,all,42411,0.8049,0.7959,0.8138,0.0049,-0.0041,0.0138,yes
asp,30,cqr,static,0.8,clear,23518,0.8179,0.807,0.8284,0.0179,0.007,0.0284,no
asp,30,cqr,static,0.8,cloudy,3883,0.8048,0.7731,0.836,0.0048,-0.0269,0.036,yes
asp,30,cqr,static,0.8,transitional,15010,0.7844,0.7702,0.7984,-0.0156,-0.0298,-0.0016,no
asp,30,mondrian_cqr,static,0.8,all,42411,0.8055,0.7968,0.8144,0.0055,-0.0032,0.0144,yes
asp,30,mondrian_cqr,static,0.8,clear,23518,0.8166,0.8057,0.827,0.0166,0.0057,0.027,no
asp,30,mondrian_cqr,static,0.8,cloudy,3883,0.8143,0.7849,0.8439,0.0143,-0.0151,0.0439,yes
asp,30,mondrian_cqr,static,0.8,transitional,15010,0.7859,0.7718,0.7998,-0.0141,-0.0282,-0.0002,no
asp,30,aci,anticipative,0.8,all,42411,0.833,0.8303,0.8358,0.033,0.0303,0.0358,no
asp,30,aci,anticipative,0.8,clear,23518,0.8339,0.8283,0.8391,0.0339,0.0283,0.0391,no
asp,30,aci,anticipative,0.8,cloudy,3883,0.8241,0.8094,0.8374,0.0241,0.0094,0.0374,no
asp,30,aci,anticipative,0.8,transitional,15010,0.8338,0.8291,0.8388,0.0338,0.0291,0.0388,no
asp,30,aci_regime,anticipative,0.8,all,42411,0.8205,0.8178,0.8235,0.0205,0.0178,0.0235,no
asp,30,aci_regime,anticipative,0.8,clear,23518,0.8002,0.7948,0.8053,0.0002,-0.0052,0.0053,yes
asp,30,aci_regime,anticipative,0.8,cloudy,3883,0.8117,0.7937,0.8267,0.0117,-0.0063,0.0267,yes
asp,30,aci_regime,anticipative,0.8,transitional,15010,0.8548,0.8498,0.8603,0.0548,0.0498,0.0603,no
asp,30,aci,delayed,0.8,all,42411,0.8256,0.8227,0.8285,0.0256,0.0227,0.0285,no
asp,30,aci,delayed,0.8,clear,23518,0.8256,0.8191,0.8316,0.0256,0.0191,0.0316,no
asp,30,aci,delayed,0.8,cloudy,3883,0.8269,0.8092,0.843,0.0269,0.0092,0.043,no
asp,30,aci,delayed,0.8,transitional,15010,0.8252,0.8182,0.832,0.0252,0.0182,0.032,no
asp,30,aci_regime,delayed,0.8,all,42411,0.8093,0.8057,0.8129,0.0093,0.0057,0.0129,no
asp,30,aci_regime,delayed,0.8,clear,23518,0.7865,0.7801,0.7925,-0.0135,-0.0199,-0.0075,no
asp,30,aci_regime,delayed,0.8,cloudy,3883,0.8017,0.7808,0.8191,0.0017,-0.0192,0.0191,yes
asp,30,aci_regime,delayed,0.8,transitional,15010,0.847,0.8412,0.8531,0.047,0.0412,0.0531,no
asp,30,icp,static,0.9,all,42411,0.8723,0.8565,0.8878,-0.0277,-0.0435,-0.0122,no
asp,30,icp,static,0.9,clear,23518,0.975,0.9702,0.9795,0.075,0.0702,0.0795,no
asp,30,icp,static,0.9,cloudy,3883,0.8769,0.8486,0.9022,-0.0231,-0.0514,0.0022,yes
asp,30,icp,static,0.9,transitional,15010,0.7101,0.6899,0.731,-0.1899,-0.2101,-0.169,no
asp,30,icp_norm,static,0.9,all,42411,0.8722,0.8591,0.8851,-0.0278,-0.0409,-0.0149,no
asp,30,icp_norm,static,0.9,clear,23518,0.9634,0.9594,0.9671,0.0634,0.0594,0.0671,no
asp,30,icp_norm,static,0.9,cloudy,3883,0.9039,0.8775,0.9248,0.0039,-0.0225,0.0248,yes
asp,30,icp_norm,static,0.9,transitional,15010,0.7211,0.7032,0.7399,-0.1789,-0.1968,-0.1601,no
asp,30,mondrian,static,0.9,all,42411,0.8832,0.8717,0.8944,-0.0168,-0.0283,-0.0056,no
asp,30,mondrian,static,0.9,clear,23518,0.8763,0.8573,0.894,-0.0237,-0.0427,-0.006,no
asp,30,mondrian,static,0.9,cloudy,3883,0.8846,0.8567,0.9095,-0.0154,-0.0433,0.0095,yes
asp,30,mondrian,static,0.9,transitional,15010,0.8935,0.8799,0.9069,-0.0065,-0.0201,0.0069,yes
asp,30,cqr,static,0.9,all,42411,0.8982,0.8919,0.9044,-0.0018,-0.0081,0.0044,yes
asp,30,cqr,static,0.9,clear,23518,0.9031,0.8949,0.9107,0.0031,-0.0051,0.0107,yes
asp,30,cqr,static,0.9,cloudy,3883,0.9042,0.8854,0.9224,0.0042,-0.0146,0.0224,yes
asp,30,cqr,static,0.9,transitional,15010,0.8889,0.8783,0.8993,-0.0111,-0.0217,-0.0007,no
asp,30,mondrian_cqr,static,0.9,all,42411,0.8991,0.8929,0.9051,-0.0009,-0.0071,0.0051,yes
asp,30,mondrian_cqr,static,0.9,clear,23518,0.9005,0.8924,0.9081,0.0005,-0.0076,0.0081,yes
asp,30,mondrian_cqr,static,0.9,cloudy,3883,0.9068,0.8885,0.9247,0.0068,-0.0115,0.0247,yes
asp,30,mondrian_cqr,static,0.9,transitional,15010,0.8949,0.8846,0.9051,-0.0051,-0.0154,0.0051,yes
asp,30,aci,anticipative,0.9,all,42411,0.9314,0.929,0.934,0.0314,0.029,0.034,no
asp,30,aci,anticipative,0.9,clear,23518,0.9366,0.9323,0.9407,0.0366,0.0323,0.0407,no
asp,30,aci,anticipative,0.9,cloudy,3883,0.9199,0.9096,0.9289,0.0199,0.0096,0.0289,no
asp,30,aci,anticipative,0.9,transitional,15010,0.9262,0.9229,0.9297,0.0262,0.0229,0.0297,no
asp,30,aci_regime,anticipative,0.9,all,42411,0.9176,0.9156,0.9197,0.0176,0.0156,0.0197,no
asp,30,aci_regime,anticipative,0.9,clear,23518,0.9066,0.903,0.9101,0.0066,0.003,0.0101,no
asp,30,aci_regime,anticipative,0.9,cloudy,3883,0.9106,0.8991,0.9201,0.0106,-0.0009,0.0201,yes
asp,30,aci_regime,anticipative,0.9,transitional,15010,0.9366,0.9334,0.9402,0.0366,0.0334,0.0402,no
asp,30,aci,delayed,0.9,all,42411,0.9233,0.9206,0.9261,0.0233,0.0206,0.0261,no
asp,30,aci,delayed,0.9,clear,23518,0.9289,0.9237,0.9338,0.0289,0.0237,0.0338,no
asp,30,aci,delayed,0.9,cloudy,3883,0.9117,0.8972,0.9242,0.0117,-0.0028,0.0242,yes
asp,30,aci,delayed,0.9,transitional,15010,0.9175,0.9124,0.9226,0.0175,0.0124,0.0226,no
asp,30,aci_regime,delayed,0.9,all,42411,0.9025,0.8995,0.9055,0.0025,-0.0005,0.0055,yes
asp,30,aci_regime,delayed,0.9,clear,23518,0.8877,0.8824,0.8926,-0.0123,-0.0176,-0.0074,no
asp,30,aci_regime,delayed,0.9,cloudy,3883,0.8931,0.8773,0.9057,-0.0069,-0.0227,0.0057,yes
asp,30,aci_regime,delayed,0.9,transitional,15010,0.928,0.9238,0.9324,0.028,0.0238,0.0324,no
asp,30,icp,static,0.95,all,42411,0.9374,0.9283,0.9462,-0.0126,-0.0217,-0.0038,no
asp,30,icp,static,0.95,clear,23518,0.9864,0.9832,0.9892,0.0364,0.0332,0.0392,no
asp,30,icp,static,0.95,cloudy,3883,0.9469,0.9286,0.9617,-0.0031,-0.0214,0.0117,yes
asp,30,icp,static,0.95,transitional,15010,0.8582,0.8434,0.8731,-0.0918,-0.1066,-0.0769,no
asp,30,icp_norm,static,0.95,all,42411,0.9335,0.9258,0.9409,-0.0165,-0.0242,-0.0091,no
asp,30,icp_norm,static,0.95,clear,23518,0.9789,0.9761,0.9816,0.0289,0.0261,0.0316,no
asp,30,icp_norm,static,0.95,cloudy,3883,0.9482,0.93,0.9626,-0.0018,-0.02,0.0126,yes
asp,30,icp_norm,static,0.95,transitional,15010,0.8584,0.8456,0.8712,-0.0916,-0.1044,-0.0788,no
asp,30,mondrian,static,0.95,all,42411,0.9397,0.9327,0.9466,-0.0103,-0.0173,-0.0034,no
asp,30,mondrian,static,0.95,clear,23518,0.9345,0.9232,0.945,-0.0155,-0.0268,-0.005,no
asp,30,mondrian,static,0.95,cloudy,3883,0.939,0.9191,0.9551,-0.011,-0.0309,0.0051,yes
asp,30,mondrian,static,0.95,transitional,15010,0.9482,0.9397,0.9566,-0.0018,-0.0103,0.0066,yes
asp,30,cqr,static,0.95,all,42411,0.9442,0.9396,0.9487,-0.0058,-0.0104,-0.0013,no
asp,30,cqr,static,0.95,clear,23518,0.947,0.941,0.9525,-0.003,-0.009,0.0025,yes
asp,30,cqr,static,0.95,cloudy,3883,0.9408,0.9271,0.9542,-0.0092,-0.0229,0.0042,yes
asp,30,cqr,static,0.95,transitional,15010,0.9407,0.9332,0.9479,-0.0093,-0.0168,-0.0021,no
asp,30,mondrian_cqr,static,0.95,all,42411,0.9447,0.9401,0.9491,-0.0053,-0.0099,-0.0009,no
asp,30,mondrian_cqr,static,0.95,clear,23518,0.944,0.938,0.9496,-0.006,-0.012,-0.0004,no
asp,30,mondrian_cqr,static,0.95,cloudy,3883,0.95,0.9375,0.9617,0.0,-0.0125,0.0117,yes
asp,30,mondrian_cqr,static,0.95,transitional,15010,0.9444,0.937,0.9515,-0.0056,-0.013,0.0015,yes
asp,30,aci,anticipative,0.95,all,42411,0.973,0.9713,0.9748,0.023,0.0213,0.0248,no
asp,30,aci,anticipative,0.95,clear,23518,0.9784,0.9757,0.9809,0.0284,0.0257,0.0309,no
asp,30,aci,anticipative,0.95,cloudy,3883,0.9642,0.9577,0.9698,0.0142,0.0077,0.0198,no
asp,30,aci,anticipative,0.95,transitional,15010,0.9669,0.9648,0.9691,0.0169,0.0148,0.0191,no
asp,30,aci_regime,anticipative,0.95,all,42411,0.9621,0.9607,0.9636,0.0121,0.0107,0.0136,no
asp,30,aci_regime,anticipative,0.95,clear,23518,0.957,0.9546,0.9592,0.007,0.0046,0.0092,no
asp,30,aci_regime,anticipative,0.95,cloudy,3883,0.9583,0.951,0.9643,0.0083,0.001,0.0143,no
asp,30,aci_regime,anticipative,0.95,transitional,15010,0.9712,0.9692,0.9733,0.0212,0.0192,0.0233,no
asp,30,aci,delayed,0.95,all,42411,0.9665,0.9643,0.9687,0.0165,0.0143,0.0187,no
asp,30,aci,delayed,0.95,clear,23518,0.9719,0.9682,0.9755,0.0219,0.0182,0.0255,no
asp,30,aci,delayed,0.95,cloudy,3883,0.9488,0.9371,0.9591,-0.0012,-0.0129,0.0091,yes
asp,30,aci,delayed,0.95,transitional,15010,0.9625,0.9591,0.9659,0.0125,0.0091,0.0159,no
asp,30,aci_regime,delayed,0.95,all,42411,0.9461,0.9434,0.9488,-0.0039,-0.0066,-0.0012,no
asp,30,aci_regime,delayed,0.95,clear,23518,0.9377,0.9332,0.9419,-0.0123,-0.0168,-0.0081,no
asp,30,aci_regime,delayed,0.95,cloudy,3883,0.9369,0.9238,0.9477,-0.0131,-0.0262,-0.0023,no
asp,30,aci_regime,delayed,0.95,transitional,15010,0.9616,0.9582,0.9651,0.0116,0.0082,0.0151,no
yulara,60,icp,static,0.8,all,36794,0.7525,0.7279,0.7776,-0.0475,-0.0721,-0.0224,no
yulara,60,icp,static,0.8,clear,19929,0.9325,0.9199,0.9438,0.1325,0.1199,0.1438,no
yulara,60,icp,static,0.8,cloudy,3275,0.6339,0.5888,0.6775,-0.1661,-0.2112,-0.1225,no
yulara,60,icp,static,0.8,transitional,13590,0.5171,0.4942,0.5411,-0.2829,-0.3058,-0.2589,no
yulara,60,icp_norm,static,0.8,all,36794,0.7749,0.7567,0.7928,-0.0251,-0.0433,-0.0072,no
yulara,60,icp_norm,static,0.8,clear,19929,0.8977,0.889,0.9059,0.0977,0.089,0.1059,no
yulara,60,icp_norm,static,0.8,cloudy,3275,0.764,0.723,0.7985,-0.036,-0.077,-0.0015,no
yulara,60,icp_norm,static,0.8,transitional,13590,0.5973,0.5737,0.6209,-0.2027,-0.2263,-0.1791,no
yulara,60,mondrian,static,0.8,all,36794,0.7968,0.7817,0.812,-0.0032,-0.0183,0.012,yes
yulara,60,mondrian,static,0.8,clear,19929,0.821,0.8008,0.8397,0.021,0.0008,0.0397,no
yulara,60,mondrian,static,0.8,cloudy,3275,0.7615,0.7179,0.8003,-0.0385,-0.0821,0.0003,yes
yulara,60,mondrian,static,0.8,transitional,13590,0.7699,0.7506,0.7897,-0.0301,-0.0494,-0.0103,no
yulara,60,cqr,static,0.8,all,36794,0.8234,0.8117,0.8349,0.0234,0.0117,0.0349,no
yulara,60,cqr,static,0.8,clear,19929,0.8382,0.8256,0.8502,0.0382,0.0256,0.0502,no
yulara,60,cqr,static,0.8,cloudy,3275,0.8614,0.8315,0.8887,0.0614,0.0315,0.0887,no
yulara,60,cqr,static,0.8,transitional,13590,0.7925,0.7737,0.811,-0.0075,-0.0263,0.011,yes
yulara,60,mondrian_cqr,static,0.8,all,36794,0.8228,0.8111,0.8342,0.0228,0.0111,0.0342,no
yulara,60,mondrian_cqr,static,0.8,clear,19929,0.8387,0.8261,0.8507,0.0387,0.0261,0.0507,no
yulara,60,mondrian_cqr,static,0.8,cloudy,3275,0.8134,0.7774,0.8471,0.0134,-0.0226,0.0471,yes
yulara,60,mondrian_cqr,static,0.8,transitional,13590,0.8018,0.7831,0.82,0.0018,-0.0169,0.02,yes
yulara,60,aci,anticipative,0.8,all,36794,0.8265,0.8234,0.8296,0.0265,0.0234,0.0296,no
yulara,60,aci,anticipative,0.8,clear,19929,0.8164,0.8096,0.8229,0.0164,0.0096,0.0229,no
yulara,60,aci,anticipative,0.8,cloudy,3275,0.8311,0.814,0.8461,0.0311,0.014,0.0461,no
yulara,60,aci,anticipative,0.8,transitional,13590,0.84,0.8337,0.847,0.04,0.0337,0.047,no
yulara,60,aci_regime,anticipative,0.8,all,36794,0.8185,0.8142,0.823,0.0185,0.0142,0.023,no
yulara,60,aci_regime,anticipative,0.8,clear,19929,0.7935,0.7864,0.8005,-0.0065,-0.0136,0.0005,yes
yulara,60,aci_regime,anticipative,0.8,cloudy,3275,0.8318,0.8118,0.8489,0.0318,0.0118,0.0489,no
yulara,60,aci_regime,anticipative,0.8,transitional,13590,0.852,0.8463,0.8584,0.052,0.0463,0.0584,no
yulara,60,aci,delayed,0.8,all,36794,0.8058,0.8012,0.8105,0.0058,0.0012,0.0105,no
yulara,60,aci,delayed,0.8,clear,19929,0.7938,0.7834,0.8038,-0.0062,-0.0166,0.0038,yes
yulara,60,aci,delayed,0.8,cloudy,3275,0.8198,0.7904,0.8472,0.0198,-0.0096,0.0472,yes
yulara,60,aci,delayed,0.8,transitional,13590,0.8201,0.808,0.8325,0.0201,0.008,0.0325,no
yulara,60,aci_regime,delayed,0.8,all,36794,0.7873,0.7805,0.7939,-0.0127,-0.0195,-0.0061,no
yulara,60,aci_regime,delayed,0.8,clear,19929,0.7549,0.7441,0.7653,-0.0451,-0.0559,-0.0347,no
yulara,60,aci_regime,delayed,0.8,cloudy,3275,0.811,0.7853,0.8328,0.011,-0.0147,0.0328,yes
yulara,60,aci_regime,delayed,0.8,transitional,13590,0.829,0.8206,0.8374,0.029,0.0206,0.0374,no
yulara,60,icp,static,0.9,all,36794,0.8702,0.8545,0.886,-0.0298,-0.0455,-0.014,no
yulara,60,icp,static,0.9,clear,19929,0.9679,0.9609,0.9743,0.0679,0.0609,0.0743,no
yulara,60,icp,static,0.9,cloudy,3275,0.8348,0.7963,0.8679,-0.0652,-0.1037,-0.0321,no
yulara,60,icp,static,0.9,transitional,13590,0.7353,0.7155,0.7559,-0.1647,-0.1845,-0.1441,no
yulara,60,icp_norm,static,0.9,all,36794,0.8923,0.882,0.9023,-0.0077,-0.018,0.0023,yes
yulara,60,icp_norm,static,0.9,clear,19929,0.9339,0.9273,0.9401,0.0339,0.0273,0.0401,no
yulara,60,icp_norm,static,0.9,cloudy,3275,0.927,0.9031,0.9464,0.027,0.0031,0.0464,no
yulara,60,icp_norm,static,0.9,transitional,13590,0.8229,0.8043,0.8414,-0.0771,-0.0957,-0.0586,no
yulara,60,mondrian,static,0.9,all,36794,0.8981,0.8879,0.9082,-0.0019,-0.0121,0.0082,yes
yulara,60,mondrian,static,0.9,clear,19929,0.8997,0.8843,0.9138,-0.0003,-0.0157,0.0138,yes
yulara,60,mondrian,static,0.9,cloudy,3275,0.9014,0.8719,0.9258,0.0014,-0.0281,0.0258,yes
yulara,60,mondrian,static,0.9,transitional,13590,0.8948,0.881,0.9084,-0.0052,-0.019,0.0084,yes
yulara,60,cqr,static,0.9,all,36794,0.9094,0.9009,0.9174,0.0094,0.0009,0.0174,no
yulara,60,cqr,static,0.9,clear,19929,0.9048,0.895,0.9139,0.0048,-0.005,0.0139,yes
yulara,60,cqr,static,0.9,cloudy,3275,0.9637,0.9488,0.9763,0.0637,0.0488,0.0763,no
yulara,60,cqr,static,0.9,transitional,13590,0.903,0.888,0.9175,0.003,-0.012,0.0175,yes
