site,method,variant,horizon_min,nominal,scope,n,PICP,ACE,PINAW,Winkler
asp,icp,static,15,0.8,cloudy,3979,0.7452,-0.0548,0.0902,332.48
asp,icp_norm,static,15,0.8,all,43497,0.7561,-0.0439,0.1107,397.66
asp,icp_norm,static,15,0.8,clear,23645,0.9413,0.1413,0.1238,221.54
asp,icp_norm,static,15,0.8,transitional,15873,0.4688,-0.3312,0.1048,683.48
asp,icp_norm,static,15,0.8,cloudy,3979,0.8022,0.0022,0.1135,304.01
asp,mondrian,static,15,0.8,all,43497,0.783,-0.017,0.1041,330.11
asp,mondrian,static,15,0.8,clear,23645,0.7852,-0.0148,0.0243,150.38
asp,mondrian,static,15,0.8,transitional,15873,0.7821,-0.0179,0.2284,598.23
asp,mondrian,static,15,0.8,cloudy,3979,0.7731,-0.0269,0.0988,328.54
asp,cqr,static,15,0.8,all,43497,0.8063,0.0063,0.1115,254.14
asp,cqr,static,15,0.8,clear,23645,0.8202,0.0202,0.0359,102.86
asp,cqr,static,15,0.8,transitional,15873,0.783,-0.017,0.2242,470.8
asp,cqr,static,15,0.8,cloudy,3979,0.817,0.017,0.1351,288.79
asp,mondrian_cqr,static,15,0.8,all,43497,0.8067,0.0067,0.1116,254.13
asp,mondrian_cqr,static,15,0.8,clear,23645,0.8195,0.0195,0.0358,102.85
asp,mondrian_cqr,static,15,0.8,transitional,15873,0.784,-0.016,0.2244,470.77
asp,mondrian_cqr,static,15,0.8,cloudy,3979,0.8211,0.0211,0.1355,288.84
asp,cqr,rearranged,15,0.8,all,43497,0.8041,0.0041,0.1114,254.19
asp,cqr,rearranged,15,0.8,clear,23645,0.8184,0.0184,0.036,103.14
asp,cqr,rearranged,15,0.8,transitional,15873,0.7811,-0.0189,0.2242,470.9
asp,cqr,rearranged,15,0.8,cloudy,3979,0.8115,0.0115,0.1329,287.29
asp,mondrian_cqr,rearranged,15,0.8,all,43497,0.804,0.004,0.1115,254.19
asp,mondrian_cqr,rearranged,15,0.8,clear,23645,0.8156,0.0156,0.0359,103.13
asp,mondrian_cqr,rearranged,15,0.8,transitional,15873,0.7822,-0.0178,0.2244,470.88
asp,mondrian_cqr,rearranged,15,0.8,cloudy,3979,0.8221,0.0221,0.1341,287.44
asp,aci,anticipative,15,0.8,all,43497,0.8287,0.0287,0.1324,293.78
asp,aci,anticipative,15,0.8,clear,23645,0.8313,0.0313,0.0415,117.09
asp,aci,anticipative,15,0.8,transitional,15873,0.8259,0.0259,0.2771,560.86
asp,aci,anticipative,15,0.8,cloudy,3979,0.8243,0.0243,0.1193,278.34
asp,aci_regime,anticipative,15,0.8,all,43497,0.8181,0.0181,0.1339,299.19
asp,aci_regime,anticipative,15,0.8,clear,23645,0.7961,-0.0039,0.0502,135.69
asp,aci_regime,anticipative,15,0.8,transitional,15873,0.8526,0.0526,0.2703,542.25
asp,aci_regime,anticipative,15,0.8,cloudy,3979,0.8108,0.0108,0.1146,301.22
asp,aci_g0.01,anticipative,15,0.8,all,43497,0.8366,0.0366,0.1159,328.15
asp,aci_g0.02,anticipative,15,0.8,all,43497,0.8429,0.0429,0.1216,303.97
asp,aci_g0.05,anticipative,15,0.8,all,43497,0.8287,0.0287,0.1324,293.78
asp,aci_g0.1,anticipative,15,0.8,all,43497,0.8173,0.0173,0.1563,317.53
asp,aci,delayed,15,0.8,all,43497,0.8256,0.0256,0.1666,357.54
asp,aci,delayed,15,0.8,clear,23645,0.8283,0.0283,0.048,131.12
asp,aci,delayed,15,0.8,transitional,15873,0.8235,0.0235,0.3571,703.1
asp,aci,delayed,15,0.8,cloudy,3979,0.8175,0.0175,0.1397,324.47
asp,aci_regime,delayed,15,0.8,all,43497,0.8144,0.0144,0.1603,347.32
asp,aci_regime,delayed,15,0.8,clear,23645,0.7915,-0.0085,0.0811,184.91
asp,aci_regime,delayed,15,0.8,transitional,15873,0.8506,0.0506,0.2966,593.57
asp,aci_regime,delayed,15,0.8,cloudy,3979,0.8062,0.0062,0.1282,330.1
asp,aci_g0.01,delayed,15,0.8,all,43497,0.8346,0.0346,0.1198,338.77
asp,aci_g0.02,delayed,15,0.8,all,43497,0.8407,0.0407,0.1343,329.93
asp,aci_g0.05,delayed,15,0.8,all,43497,0.8256,0.0256,0.1666,357.54
asp,aci_g0.1,delayed,15,0.8,all,43497,0.8138,0.0138,0.2256,439.46
asp,icp,static,15,0.9,all,43497,0.8737,-0.0263,0.1845,585.01
asp,icp,static,15,0.9,clear,23645,0.9777,0.0777,0.2019,348.48
asp,icp,static,15,0.9,transitional,15873,0.707,-0.193,0.1824,973.17
asp,icp,static,15,0.9,cloudy,3979,0.9201,0.0201,0.1832,442.11
asp,icp_norm,static,15,0.9,all,43497,0.8733,-0.0267,0.2051,530.77
asp,icp_norm,static,15,0.9,clear,23645,0.9685,0.0685,0.2305,374.7
asp,icp_norm,static,15,0.9,transitional,15873,0.7147,-0.1853,0.1948,791.98
asp,icp_norm,static,15,0.9,cloudy,3979,0.9404,0.0404,0.2008,416.23
asp,mondrian,static,15,0.9,all,43497,0.8839,-0.0161,0.1574,446.75
asp,mondrian,static,15,0.9,clear,23645,0.8783,-0.0217,0.0454,250.13
asp,mondrian,static,15,0.9,transitional,15873,0.8935,-0.0065,0.3334,738.36
asp,mondrian,static,15,0.9,cloudy,3979,0.8786,-0.0214,0.1494,451.83
asp,cqr,static,15,0.9,all,43497,0.9014,0.0014,0.1478,314.16
asp,cqr,static,15,0.9,clear,23645,0.9106,0.0106,0.0563,150.35
asp,cqr,static,15,0.9,transitional,15873,0.8854,-0.0146,0.2823,543.98
asp,cqr,static,15,0.9,cloudy,3979,0.9105,0.0105,0.1899,370.82
asp,mondrian_cqr,static,15,0.9,all,43497,0.902,0.002,0.1485,313.99
asp,mondrian_cqr,static,15,0.9,clear,23645,0.9071,0.0071,0.056,150.31
asp,mondrian_cqr,static,15,0.9,transitional,15873,0.8923,-0.0077,0.2848,543.57
asp,mondrian_cqr,static,15,0.9,cloudy,3979,0.911,0.011,0.1899,370.82
asp,cqr,rearranged,15,0.9,all,43497,0.9015,0.0015,0.1475,313.87
asp,cqr,rearranged,15,0.9,clear,23645,0.9108,0.0108,0.0561,150.16
asp,cqr,rearranged,15,0.9,transitional,15873,0.8858,-0.0142,0.2818,543.59
asp,cqr,rearranged,15,0.9,cloudy,3979,0.9088,0.0088,0.1902,370.34
asp,mondrian_cqr,rearranged,15,0.9,all,43497,0.9024,0.0024,0.1483,313.75
asp,mondrian_cqr,rearranged,15,0.9,clear,23645,0.9081,0.0081,0.0558,150.12
asp,mondrian_cqr,rearranged,15,0.9,transitional,15873,0.891,-0.009,0.2838,543.25
asp,mondrian_cqr,rearranged,15,0.9,cloudy,3979,0.914,0.014,0.1918,370.58
asp,aci,anticipative,15,0.9,all,43497,0.9277,0.0277,0.1988,395.2
asp,aci,anticipative,15,0.9,clear,23645,0.9332,0.0332,0.0814,189.73
asp,aci,anticipative,15,0.9,transitional,15873,0.9216,0.0216,0.3903,710.34
asp,aci,anticipative,15,0.9,cloudy,3979,0.9198,0.0198,0.1764,359.08
asp,aci_regime,anticipative,15,0.9,all,43497,0.9136,0.0136,0.1906,388.94
asp,aci_regime,anticipative,15,0.9,clear,23645,0.9005,0.0005,0.0843,199.44
asp,aci_regime,anticipative,15,0.9,transitional,15873,0.9347,0.0347,0.3649,669.51
asp,aci_regime,anticipative,15,0.9,cloudy,3979,0.9073,0.0073,0.1731,395.86
asp,aci_g0.01,anticipative,15,0.9,all,43497,0.9307,0.0307,0.2039,444.55
asp,aci_g0.02,anticipative,15,0.9,all,43497,0.9364,0.0364,0.198,410.47
asp,aci_g0.05,anticipative,15,0.9,all,43497,0.9277,0.0277,0.1988,395.2
asp,aci_g0.1,anticipative,15,0.9,all,43497,0.9163,0.0163,0.2193,417.15
asp,aci,delayed,15,0.9,all,43497,0.9236,0.0236,0.2566,499.25
asp,aci,delayed,15,0.9,clear,23645,0.9298,0.0298,0.1006,226.2
asp,aci,delayed,15,0.9,transitional,15873,0.916,0.016,0.5128,921.37
asp,aci,delayed,15,0.9,cloudy,3979,0.9178,0.0178,0.2163,437.86
asp,aci_regime,delayed,15,0.9,all,43497,0.9088,0.0088,0.2382,476.14
asp,aci_regime,delayed,15,0.9,clear,23645,0.8942,-0.0058,0.138,285.44
asp,aci_regime,delayed,15,0.9,transitional,15873,0.9322,0.0322,0.4148,760.6
asp,aci_regime,delayed,15,0.9,cloudy,3979,0.9017,0.0017,0.1977,474.65
asp,aci_g0.01,delayed,15,0.9,all,43497,0.9293,0.0293,0.2148,468.59
asp,aci_g0.02,delayed,15,0.9,all,43497,0.9341,0.0341,0.2239,458.51
asp,aci_g0.05,delayed,15,0.9,all,43497,0.9236,0.0236,0.2566,499.25
asp,aci_g0.1,delayed,15,0.9,all,43497,0.9115,0.0115,0.3175,582.94
asp,icp,static,15,0.95,all,43497,0.9363,-0.0137,0.2897,741.12
asp,icp,static,15,0.95,clear,23645,0.9883,0.0383,0.32,524.53
asp,icp,static,15,0.95,transitional,15873,0.8507,-0.0993,0.2857,1105.58
asp,icp,static,15,0.95,cloudy,3979,0.9688,0.0188,0.2716,574.32
asp,icp_norm,static,15,0.95,all,43497,0.935,-0.015,0.2966,653.14
asp,icp_norm,static,15,0.95,clear,23645,0.9819,0.0319,0.3352,527.33
asp,icp_norm,static,15,0.95,transitional,15873,0.8565,-0.0935,0.2826,868.25
asp,icp_norm,static,15,0.95,cloudy,3979,0.9696,0.0196,0.2755,542.63
asp,mondrian,static,15,0.95,all,43497,0.9367,-0.0133,0.2218,578.81
asp,mondrian,static,15,0.95,clear,23645,0.9261,-0.0239,0.0877,384.15
asp,mondrian,static,15,0.95,transitional,15873,0.9515,0.0015,0.4354,865.81
asp,mondrian,static,15,0.95,cloudy,3979,0.9412,-0.0088,0.2158,590.71
asp,cqr,static,15,0.95,all,43497,0.9472,-0.0028,0.1852,382.49
asp,cqr,static,15,0.95,clear,23645,0.9518,0.0018,0.082,214.87
asp,cqr,static,15,0.95,transitional,15873,0.9395,-0.0105,0.3329,609.75
asp,cqr,static,15,0.95,cloudy,3979,0.9502,0.0002,0.2593,472.04
asp,mondrian_cqr,static,15,0.95,all,43497,0.9486,-0.0014,0.1875,382.07
asp,mondrian_cqr,static,15,0.95,clear,23645,0.9473,-0.0027,0.0808,214.88
asp,mondrian_cqr,static,15,0.95,transitional,15873,0.949,-0.001,0.3402,608.53
asp,mondrian_cqr,static,15,0.95,cloudy,3979,0.9548,0.0048,0.2625,472.23
asp,cqr,rearranged,15,0.95,all,43497,0.9474,-0.0026,0.1847,381.55
asp,cqr,rearranged,15,0.95,clear,23645,0.9516,0.0016,0.0815,214.56
asp,cqr,rearranged,15,0.95,transitional,15873,0.9391,-0.0109,0.3322,608.78
asp,cqr,rearranged,15,0.95,cloudy,3979,0.9558,0.0058,0.2599,467.42
asp,mondrian_cqr,rearranged,15,0.95,all,43497,0.9489,-0.0011,0.1868,381.07
asp,mondrian_cqr,rearranged,15,0.95,clear,23645,0.9483,-0.0017,0.0807,214.55
asp,mondrian_cqr,rearranged,15,0.95,transitional,15873,0.9484,-0.0016,0.3392,607.51
asp,mondrian_cqr,rearranged,15,0.95,cloudy,3979,0.9545,0.0045,0.2588,467.26
asp,aci,anticipative,15,0.95,all,43497,0.9709,0.0209,0.2832,522.8
asp,aci,anticipative,15,0.95,clear,23645,0.9762,0.0262,0.1599,311.58
asp,aci,anticipative,15,0.95,transitional,15873,0.9645,0.0145,0.4973,856.05
asp,aci,anticipative,15,0.95,cloudy,3979,0.9648,0.0148,0.242,448.57
asp,aci_regime,anticipative,15,0.95,all,43497,0.9594,0.0094,0.2543,485.47
asp,aci_regime,anticipative,15,0.95,clear,23645,0.9527,0.0027,0.1236,266.44
asp,aci_regime,anticipative,15,0.95,transitional,15873,0.9705,0.0205,0.4679,808.11
asp,aci_regime,anticipative,15,0.95,cloudy,3979,0.9545,0.0045,0.2448,499.96
asp,aci_g0.01,anticipative,15,0.95,all,43497,0.9695,0.0195,0.3008,579.3
asp,aci_g0.02,anticipative,15,0.95,all,43497,0.9733,0.0233,0.2935,548.91
asp,aci_g0.05,anticipative,15,0.95,all,43497,0.9709,0.0209,0.2832,522.8
asp,aci_g0.1,anticipative,15,0.95,all,43497,0.9638,0.0138,0.2989,544.76
asp,aci,delayed,15,0.95,all,43497,0.968,0.018,0.3536,654.38
asp,aci,delayed,15,0.95,clear,23645,0.9737,0.0237,0.1958,381.8
asp,aci,delayed,15,0.95,transitional,15873,0.9614,0.0114,0.6232,1074.56
asp,aci,delayed,15,0.95,cloudy,3979,0.9598,0.0098,0.315,597.97
asp,aci_regime,delayed,15,0.95,all,43497,0.9522,0.0022,0.3116,608.64
asp,aci_regime,delayed,15,0.95,clear,23645,0.9435,-0.0065,0.1804,382.74
asp,aci_regime,delayed,15,0.95,transitional,15873,0.9671,0.0171,0.5337,933.83
asp,aci_regime,delayed,15,0.95,cloudy,3979,0.9447,-0.0053,0.2977,653.81
asp,aci_g0.01,delayed,15,0.95,all,43497,0.968,0.018,0.3174,618.1
asp,aci_g0.02,delayed,15,0.95,all,43497,0.9713,0.0213,0.332,623.7
asp,aci_g0.05,delayed,15,0.95,all,43497,0.968,0.018,0.3536,654.38
asp,aci_g0.1,delayed,15,0.95,all,43497,0.9586,0.0086,0.3961,714.29
asp,icp,static,30,0.8,all,42411,0.7484,-0.0516,0.1053,479.46
asp,icp,static,30,0.8,clear,23518,0.9418,0.1418,0.1089,233.08
asp,icp,static,30,0.8,transitional,15010,0.4692,-0.3308,0.1052,863.82
asp,icp,static,30,0.8,cloudy,3883,0.657,-0.143,0.1114,485.93
asp,icp_norm,static,30,0.8,all,42411,0.7556,-0.0444,0.1364,448.18
asp,icp_norm,static,30,0.8,clear,23518,0.9337,0.1337,0.1437,268.37
asp,icp_norm,static,30,0.8,transitional,15010,0.4828,-0.3172,0.1329,736.44
asp,icp_norm,static,30,0.8,cloudy,3883,0.7317,-0.0683,0.1417,422.96
asp,mondrian,static,30,0.8,all,42411,0.7742,-0.0258,0.1212,375.21
asp,mondrian,static,30,0.8,clear,23518,0.773,-0.027,0.0305,182.23
asp,mondrian,static,30,0.8,transitional,15010,0.782,-0.018,0.2608,657.36
asp,mondrian,static,30,0.8,cloudy,3883,0.7517,-0.0483,0.1483,453.39
asp,cqr,static,30,0.8,all,42411,0.8049,0.0049,0.1305,297.82
asp,cqr,static,30,0.8,clear,23518,0.8179,0.0179,0.0425,135.19
asp,cqr,static,30,0.8,transitional,15010,0.7844,-0.0156,0.257,527.52
asp,cqr,static,30,0.8,cloudy,3883,0.8048,0.0048,0.198,394.93
asp,mondrian_cqr,static,30,0.8,all,42411,0.8055,0.0055,0.1306,297.81
asp,mondrian_cqr,static,30,0.8,clear,23518,0.8166,0.0166,0.0424,135.18
asp,mondrian_cqr,static,30,0.8,transitional,15010,0.7859,-0.0141,0.2573,527.49
asp,mondrian_cqr,static,30,0.8,cloudy,3883,0.8143,0.0143,0.1993,395.02
asp,cqr,rearranged,30,0.8,all,42411,0.8033,0.0033,0.1306,298.16
asp,cqr,rearranged,30,0.8,clear,23518,0.8147,0.0147,0.0428,135.65
asp,cqr,rearranged,30,0.8,transitional,15010,0.7855,-0.0145,0.2571,527.7
asp,cqr,rearranged,30,0.8,cloudy,3883,0.8032,0.0032,0.197,395.17
asp,mondrian_cqr,rearranged,30,0.8,all,42411,0.8038,0.0038,0.1307,298.17
asp,mondrian_cqr,rearranged,30,0.8,clear,23518,0.8138,0.0138,0.0427,135.64
asp,mondrian_cqr,rearranged,30,0.8,transitional,15010,0.7855,-0.0145,0.2572,527.7
asp,mondrian_cqr,rearranged,30,0.8,cloudy,3883,0.813,0.013,0.1985,395.26
asp,aci,anticipative,30,0.8,all,42411,0.833,0.033,0.1465,312.94
asp,aci,anticipative,30,0.8,clear,23518,0.8339,0.0339,0.0505,139.58
asp,aci,anticipative,30,0.8,transitional,15010,0.8338,0.0338,0.2958,574.44
asp,aci,anticipative,30,0.8,cloudy,3883,0.8241,0.0241,0.1731,352.08
asp,aci_regime,anticipative,30,0.8,all,42411,0.8205,0.0205,0.1508,326.24
asp,aci_regime,anticipative,30,0.8,clear,23518,0.8002,0.0002,0.0577,153.97
asp,aci_regime,anticipative,30,0.8,transitional,15010,0.8548,0.0548,0.2975,579.22
asp,aci_regime,anticipative,30,0.8,cloudy,3883,0.8117,0.0117,0.1718,391.8
asp,aci_g0.01,anticipative,30,0.8,all,42411,0.8412,0.0412,0.1375,365.08
asp,aci_g0.02,anticipative,30,0.8,all,42411,0.8491,0.0491,0.1403,332.24
asp,aci_g0.05,anticipative,30,0.8,all,42411,0.833,0.033,0.1465,312.94
asp,aci_g0.1,anticipative,30,0.8,all,42411,0.8203,0.0203,0.1636,325.96
asp,aci,delayed,30,0.8,all,42411,0.8256,0.0256,0.2249,456.38
asp,aci,delayed,30,0.8,clear,23518,0.8256,0.0256,0.0789,193.64
asp,aci,delayed,30,0.8,transitional,15010,0.8252,0.0252,0.4452,841.64
asp,aci,delayed,30,0.8,cloudy,3883,0.8269,0.0269,0.2951,558.48
asp,aci_regime,delayed,30,0.8,all,42411,0.8093,0.0093,0.2149,445.66
asp,aci_regime,delayed,30,0.8,clear,23518,0.7865,-0.0135,0.1347,281.76
asp,aci_regime,delayed,30,0.8,transitional,15010,0.847,0.047,0.3497,687.81
asp,aci_regime,delayed,30,0.8,cloudy,3883,0.8017,0.0017,0.2205,502.29
asp,aci_g0.01,delayed,30,0.8,all,42411,0.8368,0.0368,0.1485,395.88
asp,aci_g0.02,delayed,30,0.8,all,42411,0.8434,0.0434,0.1707,394.74
asp,aci_g0.05,delayed,30,0.8,all,42411,0.8256,0.0256,0.2249,456.38
asp,aci_g0.1,delayed,30,0.8,all,42411,0.8125,0.0125,0.3076,577.22
asp,icp,static,30,0.9,all,42411,0.8723,-0.0277,0.2162,649.9
asp,icp,static,30,0.9,clear,23518,0.975,0.075,0.2255,411.63
asp,icp,static,30,0.9,transitional,15010,0.7101,-0.1899,0.2156,1038.7
asp,icp,static,30,0.9,cloudy,3883,0.8769,-0.0231,0.2182,590.07
asp,icp_norm,static,30,0.9,all,42411,0.8722,-0.0278,0.2372,585.64
asp,icp_norm,static,30,0.9,clear,23518,0.9634,0.0634,0.2511,431.25
asp,icp_norm,static,30,0.9,transitional,15010,0.7211,-0.1789,0.2319,840.65
asp,icp_norm,static,30,0.9,cloudy,3883,0.9039,0.0039,0.2354,535.02
asp,mondrian,static,30,0.9,all,42411,0.8832,-0.0168,0.1799,503.06
asp,mondrian,static,30,0.9,clear,23518,0.8763,-0.0237,0.0555,296.09
asp,mondrian,static,30,0.9,transitional,15010,0.8935,-0.0065,0.3703,806.22
asp,mondrian,static,30,0.9,cloudy,3883,0.8846,-0.0154,0.2257,584.69
asp,cqr,static,30,0.9,all,42411,0.8982,-0.0018,0.1718,371.67
asp,cqr,static,30,0.9,clear,23518,0.9031,0.0031,0.0674,199.78
asp,cqr,static,30,0.9,transitional,15010,0.8889,-0.0111,0.3193,610.47
asp,cqr,static,30,0.9,cloudy,3883,0.9042,0.0042,0.2675,489.67
asp,mondrian_cqr,static,30,0.9,all,42411,0.8991,-0.0009,0.1727,371.55
asp,mondrian_cqr,static,30,0.9,clear,23518,0.9005,0.0005,0.067,199.77
asp,mondrian_cqr,static,30,0.9,transitional,15010,0.8949,-0.0051,0.3222,610.12
asp,mondrian_cqr,static,30,0.9,cloudy,3883,0.9068,0.0068,0.2688,489.77
asp,cqr,rearranged,30,0.9,all,42411,0.8991,-0.0009,0.1713,370.75
asp,cqr,rearranged,30,0.9,clear,23518,0.9055,0.0055,0.067,199.23
asp,cqr,rearranged,30,0.9,transitional,15010,0.8881,-0.0119,0.3187,609.36
asp,cqr,rearranged,30,0.9,cloudy,3883,0.9021,0.0021,0.2666,487.24
asp,mondrian_cqr,rearranged,30,0.9,all,42411,0.9001,0.0001,0.1724,370.6
asp,mondrian_cqr,rearranged,30,0.9,clear,23518,0.9025,0.0025,0.0666,199.21
asp,mondrian_cqr,rearranged,30,0.9,transitional,15010,0.8948,-0.0052,0.3219,608.95
asp,mondrian_cqr,rearranged,30,0.9,cloudy,3883,0.9063,0.0063,0.2682,487.33
asp,aci,anticipative,30,0.9,all,42411,0.9314,0.0314,0.2104,409.1
asp,aci,anticipative,30,0.9,clear,23518,0.9366,0.0366,0.0937,220.27
asp,aci,anticipative,30,0.9,transitional,15010,0.9262,0.0262,0.3955,699.62
asp,aci,anticipative,30,0.9,cloudy,3883,0.9199,0.0199,0.2366,429.7
asp,aci_regime,anticipative,30,0.9,all,42411,0.9176,0.0176,0.2068,405.77
asp,aci_regime,anticipative,30,0.9,clear,23518,0.9066,0.0066,0.0866,207.14
asp,aci_regime,anticipative,30,0.9,transitional,15010,0.9366,0.0366,0.3949,699.58
asp,aci_regime,anticipative,30,0.9,cloudy,3883,0.9106,0.0106,0.2426,473.07
asp,aci_g0.01,anticipative,30,0.9,all,42411,0.9339,0.0339,0.2328,488.11
asp,aci_g0.02,anticipative,30,0.9,all,42411,0.9401,0.0401,0.2216,445.06
asp,aci_g0.05,anticipative,30,0.9,all,42411,0.9314,0.0314,0.2104,409.1
asp,aci_g0.1,anticipative,30,0.9,all,42411,0.9193,0.0193,0.2216,414.41
asp,aci,delayed,30,0.9,all,42411,0.9233,0.0233,0.3176,602.69
asp,aci,delayed,30,0.9,clear,23518,0.9289,0.0289,0.1566,328.54
asp,aci,delayed,30,0.9,transitional,15010,0.9175,0.0175,0.5669,1012.21
asp,aci,delayed,30,0.9,cloudy,3883,0.9117,0.0117,0.3873,680.05
asp,aci_regime,delayed,30,0.9,all,42411,0.9025,0.0025,0.2978,585.79
asp,aci_regime,delayed,30,0.9,clear,23518,0.8877,-0.0123,0.1972,403.23
asp,aci_regime,delayed,30,0.9,transitional,15010,0.928,0.028,0.4638,850.32
asp,aci_regime,delayed,30,0.9,cloudy,3883,0.8931,-0.0069,0.3257,668.96
asp,aci_g0.01,delayed,30,0.9,all,42411,0.9295,0.0295,0.2545,542.93
asp,aci_g0.02,delayed,30,0.9,all,42411,0.935,0.035,0.2704,542.03
asp,aci_g0.05,delayed,30,0.9,all,42411,0.9233,0.0233,0.3176,602.69
asp,aci_g0.1,delayed,30,0.9,all,42411,0.9099,0.0099,0.3896,704.95
asp,icp,static,30,0.95,all,42411,0.9374,-0.0126,0.3273,812.13
asp,icp,static,30,0.95,clear,23518,0.9864,0.0364,0.3443,599.76
asp,icp,static,30,0.95,transitional,15010,0.8582,-0.0918,0.3261,1170.72
asp,icp,static,30,0.95,cloudy,3883,0.9469,-0.0031,0.3128,712.19
asp,icp_norm,static,30,0.95,all,42411,0.9335,-0.0165,0.3323,708.74
asp,icp_norm,static,30,0.95,clear,23518,0.9789,0.0289,0.3536,588.43
asp,icp_norm,static,30,0.95,transitional,15010,0.8584,-0.0916,0.3258,908.71
asp,icp_norm,static,30,0.95,cloudy,3883,0.9482,-0.0018,0.3139,664.39
asp,mondrian,static,30,0.95,all,42411,0.9397,-0.0103,0.2464,652.88
asp,mondrian,static,30,0.95,clear,23518,0.9345,-0.0155,0.0994,458.1
asp,mondrian,static,30,0.95,transitional,15010,0.9482,-0.0018,0.4742,938.96
asp,mondrian,static,30,0.95,cloudy,3883,0.939,-0.011,0.2972,726.67
asp,cqr,static,30,0.95,all,42411,0.9442,-0.0058,0.2121,450.82
asp,cqr,static,30,0.95,clear,23518,0.947,-0.003,0.0997,282.38
asp,cqr,static,30,0.95,transitional,15010,0.9407,-0.0093,0.3704,683.19
asp,cqr,static,30,0.95,cloudy,3883,0.9408,-0.0092,0.3247,572.82
asp,mondrian_cqr,static,30,0.95,all,42411,0.9447,-0.0053,0.2131,450.6
asp,mondrian_cqr,static,30,0.95,clear,23518,0.944,-0.006,0.0989,282.49
asp,mondrian_cqr,static,30,0.95,transitional,15010,0.9444,-0.0056,0.3731,682.59
asp,mondrian_cqr,static,30,0.95,cloudy,3883,0.95,0.0,0.3303,572.07
asp,cqr,rearranged,30,0.95,all,42411,0.945,-0.005,0.2114,450.11
asp,cqr,rearranged,30,0.95,clear,23518,0.9474,-0.0026,0.099,281.69
asp,cqr,rearranged,30,0.95,transitional,15010,0.9406,-0.0094,0.3694,683.16
asp,cqr,rearranged,30,0.95,cloudy,3883,0.9475,-0.0025,0.3251,569.24
asp,mondrian_cqr,rearranged,30,0.95,all,42411,0.9456,-0.0044,0.2126,449.87
asp,mondrian_cqr,rearranged,30,0.95,clear,23518,0.9449,-0.0051,0.0983,281.77
asp,mondrian_cqr,rearranged,30,0.95,transitional,15010,0.9448,-0.0052,0.373,682.38
asp,mondrian_cqr,rearranged,30,0.95,cloudy,3883,0.9536,0.0036,0.3289,569.26
asp,aci,anticipative,30,0.95,all,42411,0.973,0.023,0.2958,534.96
asp,aci,anticipative,30,0.95,clear,23518,0.9784,0.0284,0.1779,349.75
asp,aci,anticipative,30,0.95,transitional,15010,0.9669,0.0169,0.4926,829.49
asp,aci,anticipative,30,0.95,cloudy,3883,0.9642,0.0142,0.3045,518.18
asp,aci_regime,anticipative,30,0.95,all,42411,0.9621,0.0121,0.2669,501.01
asp,aci_regime,anticipative,30,0.95,clear,23518,0.957,0.007,0.1238,277.78
asp,aci_regime,anticipative,30,0.95,transitional,15010,0.9712,0.0212,0.4925,832.48
asp,aci_regime,anticipative,30,0.95,cloudy,3883,0.9583,0.0083,0.3079,571.76
asp,aci_g0.01,anticipative,30,0.95,all,42411,0.9703,0.0203,0.3378,632.89
asp,aci_g0.02,anticipative,30,0.95,all,42411,0.9746,0.0246,0.3219,587.04
asp,aci_g0.05,anticipative,30,0.95,all,42411,0.973,0.023,0.2958,534.96
asp,aci_g0.1,anticipative,30,0.95,all,42411,0.9656,0.0156,0.2958,533.71
asp,aci,delayed,30,0.95,all,42411,0.9665,0.0165,0.3955,742.97
asp,aci,delayed,30,0.95,clear,23518,0.9719,0.0219,0.2387,488.93
asp,aci,delayed,30,0.95,transitional,15010,0.9625,0.0125,0.6506,1117.61
asp,aci,delayed,30,0.95,cloudy,3883,0.9488,-0.0012,0.4359,833.38
asp,aci_regime,delayed,30,0.95,all,42411,0.9461,-0.0039,0.3592,720.02
asp,aci_regime,delayed,30,0.95,clear,23518,0.9377,-0.0123,0.2395,525.44
asp,aci_regime,delayed,30,0.95,transitional,15010,0.9616,0.0116,0.5603,999.51
asp,aci_regime,delayed,30,0.95,cloudy,3883,0.9369,-0.0131,0.379,818.17
asp,aci_g0.01,delayed,30,0.95,all,42411,0.9668,0.0168,0.3649,711.35
asp,aci_g0.02,delayed,30,0.95,all,42411,0.9691,0.0191,0.384,728.2
asp,aci_g0.05,delayed,30,0.95,all,42411,0.9665,0.0165,0.3955,742.97
asp,aci_g0.1,delayed,30,0.95,all,42411,0.9559,0.0059,0.4408,805.37
yulara,icp,static,5,0.8,all,40905,0.7643,-0.0357,0.0699,317.92
yulara,icp,static,5,0.8,clear,21783,0.9136,0.1136,0.0772,146.0
yulara,icp,static,5,0.8,transitional,15436,0.5238,-0.2762,0.0698,601.91
yulara,icp,static,5,0.8,cloudy,3686,0.8885,0.0885,0.0865,144.64
yulara,icp_norm,static,5,0.8,all,40905,0.7766,-0.0234,0.0942,319.27
yulara,icp_norm,static,5,0.8,clear,21783,0.9075,0.1075,0.1082,193.7
yulara,icp_norm,static,5,0.8,transitional,15436,0.5532,-0.2468,0.0901,535.96
yulara,icp_norm,static,5,0.8,cloudy,3686,0.9384,0.1384,0.1106,153.94
yulara,mondrian,static,5,0.8,all,40905,0.7984,-0.0016,0.0809,263.76
yulara,mondrian,static,5,0.8,clear,21783,0.8139,0.0139,0.0234,119.68
